# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 5.7048 -4.4334e0 3.8497e-1 -9.9667e-1
26.00 3.8382 -4.2777e0 2.2965e0 -9.7847e-1
27.00 2.2803 -3.6506e0 1.8398e0 -8.9774e-1
28.00 1.3941 -3.8494e0 3.8854e0 -7.5193e-1
29.00 0.9920 -3.0627e0 2.8797e0 -6.2918e-1
30.00 0.7361 -2.5142e0 2.6306e0 -5.2101e-1
31.00 0.4686 -2.2721e0 2.8761e0 -3.7413e-1
32.00 0.3885 -1.8316e0 2.4810e0 -3.2195e-1
33.00 0.3199 -1.5539e0 2.4339e0 -2.7376e-1
34.00 0.2855 -1.2870e0 2.2034e0 -2.4836e-1
35.00 0.2733 -1.0475e0 1.9766e0 -2.3913e-1
36.00 0.2475 -8.7885e-1 1.9160e0 -2.1922e-1
37.00 0.2546 -6.5228e-1 1.6245e0 -2.2480e-1
38.00 0.2568 -4.6379e-1 1.3961e0 -2.2647e-1
39.00 0.2812 -2.6832e-1 1.1359e0 -2.4511e-1
40.00 0.3135 -8.8014e-2 8.5849e-1 -2.6912e-1
41.00 0.3452 5.6646e-2 6.4869e-1 -2.9192e-1
42.00 0.3743 1.8076e-1 4.2574e-1 -3.1221e-1
43.00 0.3822 2.4509e-1 3.1330e-1 -3.1767e-1
44.00 0.3786 2.8468e-1 2.1625e-1 -3.1515e-1
45.00 0.3707 3.1494e-1 1.2141e-1 -3.0976e-1
46.00 0.3566 3.2247e-1 7.3673e-2 -2.9991e-1
47.00 0.3402 3.2187e-1 3.7529e-2 -2.8837e-1
48.00 0.3206 3.1042e-1 1.9890e-2 -2.7432e-1
49.00 0.2991 2.9261e-1 1.2422e-2 -2.5849e-1
50.00 0.2762 2.7150e-1 9.0950e-3 -2.4137e-1
51.00 0.2535 2.4973e-1 7.2552e-3 -2.2391e-1
52.00 0.2316 2.2851e-1 5.9446e-3 -2.0672e-1
53.00 0.2110 2.0845e-1 4.9078e-3 -1.9021e-1
54.00 0.1919 1.8981e-1 4.0454e-3 -1.7461e-1
55.00 0.1744 1.7265e-1 3.3242e-3 -1.6000e-1
56.00 0.1583 1.5693e-1 2.7241e-3 -1.4643e-1
57.00 0.1437 1.4259e-1 2.2278e-3 -1.3388e-1
58.00 0.1305 1.2954e-1 1.8195e-3 -1.2232e-1
59.00 0.1184 1.1768e-1 1.4850e-3 -1.1169e-1
60.00 0.1075 1.0690e-1 1.2116e-3 -1.0194e-1
61.00 0.0976 9.7116e-2 9.8857e-4 -9.3004e-2
62.00 0.0886 8.8238e-2 8.0681e-4 -8.4831e-2
63.00 0.0805 8.0183e-2 6.5877e-4 -7.7360e-2
64.00 0.0731 7.2873e-2 5.3818e-4 -7.0534e-2
65.00 0.0665 6.6239e-2 4.3993e-4 -6.4301e-2
66.00 0.0604 6.0219e-2 3.5984e-4 -5.8613e-2
67.00 0.0549 5.4755e-2 2.9452e-4 -5.3423e-2
68.00 0.0499 4.9794e-2 2.4120e-4 -4.8690e-2
69.00 0.0454 4.5290e-2 1.9765e-4 -4.4375e-2
70.00 0.0413 4.1200e-2 1.6207e-4 -4.0441e-2
71.00 0.0376 3.7485e-2 1.3296e-4 -3.6856e-2
72.00 0.0342 3.4111e-2 1.0915e-4 -3.3589e-2
73.00 0.0311 3.1045e-2 8.9649e-5 -3.0612e-2
74.00 0.0283 2.8260e-2 7.3673e-5 -2.7900e-2
75.00 0.0258 2.5728e-2 6.0577e-5 -2.5429e-2
76.00 0.0235 2.3426e-2 4.9835e-5 -2.3178e-2
77.00 0.0214 2.1334e-2 4.1019e-5 -2.1128e-2
78.00 0.0194 1.9431e-2 3.3779e-5 -1.9260e-2
79.00 0.0177 1.7701e-2 2.7831e-5 -1.7559e-2
80.00 0.0161 1.6127e-2 2.2941e-5 -1.6009e-2
81.00 0.0147 1.4695e-2 1.8919e-5 -1.4597e-2
82.00 0.0134 1.3392e-2 1.5609e-5 -1.3311e-2
83.00 0.0122 1.2207e-2 1.2884e-5 -1.2139e-2
84.00 0.0111 1.1127e-2 1.0639e-5 -1.1071e-2
85.00 0.0101 1.0145e-2 8.7894e-6 -1.0098e-2
86.00 0.0093 9.2503e-3 7.2641e-6 -9.2112e-3
87.00 0.0084 8.4357e-3 6.0059e-6 -8.4032e-3
88.00 0.0077 7.6938e-3 4.9676e-6 -7.6668e-3
89.00 0.0070 7.0181e-3 4.1104e-6 -6.9955e-3
90.00 0.0064 6.4024e-3 3.4024e-6 -6.3837e-3
91.00 0.0058 5.8415e-3 2.8173e-6 -5.8258e-3
92.00 0.0053 5.3303e-3 2.3337e-6 -5.3173e-3
93.00 0.0049 4.8644e-3 1.9338e-6 -4.8535e-3
94.00 0.0044 4.4397e-3 1.6029e-6 -4.4307e-3
95.00 0.0041 4.0526e-3 1.3291e-6 -4.0450e-3
96.00 0.0037 3.6996e-3 1.1025e-6 -3.6933e-3
97.00 0.0034 3.3777e-3 9.1472e-7 -3.3724e-3
98.00 0.0031 3.0841e-3 7.5919e-7 -3.0797e-3
99.00 0.0028 2.8163e-3 6.3030e-7 -2.8127e-3
