# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 9.1722 -9.4959e-1 3.5122e-1 -9.9990e-1
26.00 7.0741 -1.0478e0 2.1513e0 -9.9915e-1
27.00 5.3498 -6.0176e-1 1.7038e0 -9.9525e-1
28.00 4.3419 -9.4096e-1 3.7722e0 -9.8699e-1
29.00 3.8121 -3.4115e-1 3.0538e0 -9.7790e-1
30.00 3.4359 6.8443e-2 2.8026e0 -9.6780e-1
31.00 3.0900 2.4480e-1 3.0765e0 -9.5450e-1
32.00 2.9138 6.0637e-1 2.5812e0 -9.4573e-1
33.00 2.7508 8.0588e-1 2.4547e0 -9.3612e-1
34.00 2.6039 9.1589e-1 2.4606e0 -9.2602e-1
35.00 2.4976 1.0753e0 2.1419e0 -9.1772e-1
36.00 2.3714 1.1371e0 2.1288e0 -9.0665e-1
37.00 2.2844 1.2717e0 1.8344e0 -8.9817e-1
38.00 2.2027 1.3921e0 1.5494e0 -8.8949e-1
39.00 2.1454 1.5126e0 1.2843e0 -8.8298e-1
40.00 2.0998 1.6255e0 9.8403e-1 -8.7752e-1
41.00 2.0517 1.6879e0 8.1166e-1 -8.7149e-1
42.00 2.0061 1.7466e0 5.5644e-1 -8.6548e-1
43.00 1.9398 1.7400e0 4.4444e-1 -8.5626e-1
44.00 1.8655 1.7156e0 3.2853e-1 -8.4518e-1
45.00 1.7903 1.6852e0 2.1667e-1 -8.3310e-1
46.00 1.7114 1.6337e0 1.5541e-1 -8.1938e-1
47.00 1.6327 1.5759e0 1.0807e-1 -8.0461e-1
48.00 1.5531 1.5084e0 8.2837e-2 -7.8841e-1
49.00 1.4736 1.4361e0 6.9428e-2 -7.7091e-1
50.00 1.3954 1.3628e0 6.0535e-2 -7.5227e-1
51.00 1.3197 1.2909e0 5.3501e-2 -7.3278e-1
52.00 1.2472 1.2218e0 4.7417e-2 -7.1268e-1
53.00 1.1782 1.1558e0 4.2042e-2 -6.9216e-1
54.00 1.1129 1.0931e0 3.7261e-2 -6.7138e-1
55.00 1.0512 1.0337e0 3.3011e-2 -6.5047e-1
56.00 0.9930 9.7757e-1 2.9240e-2 -6.2953e-1
57.00 0.9381 9.2455e-1 2.5897e-2 -6.0865e-1
58.00 0.8865 8.7448e-1 2.2939e-2 -5.8790e-1
59.00 0.8378 8.2723e-1 2.0323e-2 -5.6735e-1
60.00 0.7920 7.8264e-1 1.8011e-2 -5.4706e-1
61.00 0.7488 7.4055e-1 1.5967e-2 -5.2708e-1
62.00 0.7082 7.0083e-1 1.4161e-2 -5.0745e-1
63.00 0.6698 6.6335e-1 1.2564e-2 -4.8821e-1
64.00 0.6337 6.2796e-1 1.1152e-2 -4.6938e-1
65.00 0.5996 5.9455e-1 9.9037e-3 -4.5099e-1
66.00 0.5675 5.6301e-1 8.7989e-3 -4.3307e-1
67.00 0.5372 5.3322e-1 7.8209e-3 -4.1563e-1
68.00 0.5086 5.0508e-1 6.9548e-3 -3.9868e-1
69.00 0.4817 4.7850e-1 6.1874e-3 -3.8224e-1
70.00 0.4562 4.5338e-1 5.5072e-3 -3.6631e-1
71.00 0.4321 4.2965e-1 4.9039e-3 -3.5089e-1
72.00 0.4094 4.0722e-1 4.3687e-3 -3.3598e-1
73.00 0.3880 3.8602e-1 3.8937e-3 -3.2159e-1
74.00 0.3677 3.6597e-1 3.4718e-3 -3.0770e-1
75.00 0.3486 3.4702e-1 3.0969e-3 -2.9431e-1
76.00 0.3305 3.2909e-1 2.7637e-3 -2.8143e-1
77.00 0.3134 3.1213e-1 2.4674e-3 -2.6902e-1
78.00 0.2972 2.9608e-1 2.2038e-3 -2.5710e-1
79.00 0.2819 2.8090e-1 1.9691e-3 -2.4565e-1
80.00 0.2674 2.6653e-1 1.7601e-3 -2.3465e-1
81.00 0.2537 2.5293e-1 1.5740e-3 -2.2409e-1
82.00 0.2408 2.4005e-1 1.4080e-3 -2.1397e-1
83.00 0.2285 2.2786e-1 1.2601e-3 -2.0427e-1
84.00 0.2169 2.1631e-1 1.1281e-3 -1.9497e-1
85.00 0.2059 2.0538e-1 1.0103e-3 -1.8607e-1
86.00 0.1955 1.9502e-1 9.0512e-4 -1.7755e-1
87.00 0.1856 1.8520e-1 8.1119e-4 -1.6940e-1
88.00 0.1763 1.7590e-1 7.2726e-4 -1.6161e-1
89.00 0.1674 1.6709e-1 6.5224e-4 -1.5415e-1
90.00 0.1590 1.5873e-1 5.8515e-4 -1.4702e-1
91.00 0.1511 1.5081e-1 5.2514e-4 -1.4022e-1
92.00 0.1435 1.4330e-1 4.7143e-4 -1.3371e-1
93.00 0.1364 1.3618e-1 4.2335e-4 -1.2750e-1
94.00 0.1296 1.2942e-1 3.8030e-4 -1.2157e-1
95.00 0.1232 1.2302e-1 3.4172e-4 -1.1590e-1
96.00 0.1171 1.1694e-1 3.0716e-4 -1.1050e-1
97.00 0.1113 1.1117e-1 2.7616e-4 -1.0534e-1
98.00 0.1058 1.0570e-1 2.4837e-4 -1.0042e-1
99.00 0.1006 1.0051e-1 2.2344e-4 -9.5726e-2
