# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.6071 -8.9741e0 7.9163e-1 -9.2625e-1
33.00 1.0126 -8.8172e0 3.3748e0 -6.3674e-1
34.00 -1.2151 -1.1338e1 4.9114e0 2.3707e0
35.00 -1.4297 -1.1302e1 7.2729e0 3.1774e0
36.00 -0.7213 -7.0527e0 3.3905e0 1.0572e0
37.00 -0.8684 -6.5032e0 4.2055e0 1.3832e0
38.00 -1.2390 -6.4903e0 5.2805e0 2.4520e0
39.00 -1.3711 -6.0913e0 6.5974e0 2.9398e0
40.00 -1.3407 -5.0985e0 5.0332e0 2.8218e0
41.00 -1.4526 -4.6859e0 4.8271e0 3.2744e0
42.00 -1.3841 -4.0144e0 4.2318e0 2.9914e0
43.00 -1.2603 -3.3732e0 3.6856e0 2.5263e0
44.00 -1.1276 -3.0033e0 4.0563e0 2.0882e0
45.00 -0.8982 -2.4537e0 3.7683e0 1.4552e0
46.00 -0.6294 -1.8467e0 3.2659e0 8.7650e-1
47.00 -0.3800 -1.2933e0 2.5647e0 4.6230e-1
48.00 -0.1901 -8.9210e-1 1.9961e0 2.0935e-1
49.00 -0.0228 -5.1149e-1 1.2808e0 2.3011e-2
50.00 0.0983 -2.4958e-1 8.1932e-1 -9.3586e-2
51.00 0.1787 -8.3811e-2 5.6367e-1 -1.6364e-1
52.00 0.2291 1.8754e-2 4.2670e-1 -2.0478e-1
53.00 0.2603 8.6348e-2 3.3824e-1 -2.2914e-1
54.00 0.2785 1.3172e-1 2.7679e-1 -2.4310e-1
55.00 0.2876 1.6117e-1 2.3416e-1 -2.4993e-1
56.00 0.2907 1.8057e-1 2.0185e-1 -2.5223e-1
57.00 0.2898 1.9319e-1 1.7623e-1 -2.5160e-1
58.00 0.2864 2.0117e-1 1.5512e-1 -2.4905e-1
59.00 0.2813 2.0585e-1 1.3732e-1 -2.4522e-1
