# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3286 -7.8936e0 5.5422e-1 -9.6416e-1
33.00 1.4827 -7.2875e0 1.4832e0 -7.7298e-1
34.00 -1.1602 -1.0376e1 3.3920e0 2.1906e0
35.00 -1.0326 -9.7999e0 7.8766e0 1.8084e0
36.00 -0.7506 -6.7261e0 3.4809e0 1.1183e0
37.00 -0.8429 -5.9343e0 3.5637e0 1.3231e0
38.00 -0.9951 -5.2558e0 3.3698e0 1.7050e0
39.00 -1.2173 -5.4311e0 7.7044e0 2.3780e0
40.00 -1.1511 -4.0402e0 3.2378e0 2.1616e0
41.00 -1.2310 -3.5567e0 2.9082e0 2.4247e0
42.00 -1.1789 -2.9239e0 2.2944e0 2.2507e0
43.00 -1.1067 -2.4169e0 1.9298e0 2.0243e0
44.00 -0.9842 -1.9823e0 1.7870e0 1.6757e0
45.00 -0.8077 -1.5200e0 1.4127e0 1.2427e0
46.00 -0.6124 -1.0819e0 1.0013e0 8.4479e-1
47.00 -0.4326 -7.2520e-1 6.5695e-1 5.4124e-1
48.00 -0.2926 -4.7553e-1 4.3295e-1 3.3996e-1
49.00 -0.1818 -2.8690e-1 2.4585e-1 1.9942e-1
50.00 -0.1014 -1.5969e-1 1.3114e-1 1.0670e-1
51.00 -0.0478 -8.1426e-2 7.2807e-2 4.8936e-2
52.00 -0.0147 -3.5983e-2 4.5105e-2 1.4816e-2
53.00 0.0048 -9.3938e-3 2.9572e-2 -4.8240e-3
54.00 0.0158 5.7531e-3 2.0256e-2 -1.5672e-2
55.00 0.0212 1.3737e-2 1.4673e-2 -2.0942e-2
56.00 0.0232 1.7542e-2 1.0966e-2 -2.2889e-2
57.00 0.0232 1.8920e-2 8.3503e-3 -2.2946e-2
58.00 0.0222 1.8938e-2 6.4144e-3 -2.1994e-2
59.00 0.0208 1.8213e-2 4.9476e-3 -2.0544e-2
