# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.6638 -8.9625e0 7.6655e-1 -9.3032e-1
33.00 1.1139 -8.8911e0 3.4572e0 -6.7173e-1
34.00 -1.0554 -1.1329e1 4.9063e0 1.8732e0
35.00 -1.2933 -1.1261e1 7.0065e0 2.6447e0
36.00 -0.5434 -6.9570e0 3.3669e0 7.2185e-1
37.00 -0.6904 -6.4143e0 4.2176e0 9.9449e-1
38.00 -1.1129 -6.5329e0 5.4133e0 2.0432e0
39.00 -1.2276 -6.0231e0 6.2752e0 2.4129e0
40.00 -1.2013 -5.0731e0 5.0545e0 2.3244e0
41.00 -1.3177 -4.6720e0 4.9217e0 2.7346e0
42.00 -1.2540 -4.0163e0 4.3709e0 2.5044e0
43.00 -1.1280 -3.3686e0 3.8166e0 2.0895e0
44.00 -0.9922 -2.9918e0 4.1733e0 1.6971e0
45.00 -0.7562 -2.4358e0 3.9282e0 1.1303e0
46.00 -0.4799 -1.8190e0 3.4722e0 6.1583e-1
47.00 -0.2233 -1.2494e0 2.7740e0 2.5017e-1
48.00 -0.0282 -8.3430e-1 2.1954e0 2.8623e-2
49.00 0.1454 -4.3354e-1 1.4463e0 -1.3536e-1
50.00 0.2715 -1.5477e-1 9.5411e-1 -2.3775e-1
51.00 0.3554 2.3497e-2 6.7723e-1 -2.9914e-1
52.00 0.4081 1.3488e-1 5.2738e-1 -3.3511e-1
53.00 0.4406 2.0896e-1 4.2996e-1 -3.5632e-1
54.00 0.4595 2.5931e-1 3.6156e-1 -3.6838e-1
55.00 0.4685 2.9248e-1 3.1340e-1 -3.7409e-1
56.00 0.4712 3.1472e-1 2.7635e-1 -3.7574e-1
57.00 0.4695 3.2947e-1 2.4651e-1 -3.7469e-1
58.00 0.4650 3.3903e-1 2.2156e-1 -3.7185e-1
59.00 0.4585 3.4482e-1 2.0018e-1 -3.6776e-1
