# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.9184 -8.4574e0 2.1171e0 -9.4598e-1
33.00 1.3407 -9.0687e0 4.2322e0 -7.3835e-1
34.00 -0.5133 -1.2056e1 1.0233e1 6.7082e-1
35.00 -0.2056 -8.5255e0 8.1408e0 2.2823e-1
36.00 -0.2418 -6.5928e0 4.0827e0 2.7359e-1
37.00 -0.3900 -5.7236e0 3.8260e0 4.7693e-1
38.00 -0.5810 -5.1239e0 3.7234e0 7.8777e-1
39.00 -0.8141 -4.7975e0 4.4053e0 1.2572e0
40.00 -0.9886 -4.4510e0 4.7419e0 1.6873e0
41.00 -1.0881 -4.0270e0 4.6094e0 1.9686e0
42.00 -1.1017 -3.4579e0 3.8073e0 2.0094e0
43.00 -1.0183 -2.8811e0 3.2777e0 1.7684e0
44.00 -0.8541 -2.3215e0 2.9398e0 1.3493e0
45.00 -0.6627 -1.8314e0 2.6859e0 9.4001e-1
46.00 -0.4723 -1.4065e0 2.3866e0 6.0360e-1
47.00 -0.2853 -9.8357e-1 1.8295e0 3.3010e-1
48.00 -0.1262 -6.2935e-1 1.2985e0 1.3447e-1
49.00 -0.0011 -3.6002e-1 8.7720e-1 1.0774e-3
50.00 0.0891 -1.7327e-1 5.9805e-1 -8.5211e-2
51.00 0.1490 -5.1284e-2 4.2876e-1 -1.3839e-1
52.00 0.1852 2.5574e-2 3.2558e-1 -1.6906e-1
53.00 0.2063 7.5651e-2 2.5652e-1 -1.8645e-1
54.00 0.2170 1.0749e-1 2.0934e-1 -1.9504e-1
55.00 0.2207 1.2757e-1 1.7511e-1 -1.9801e-1
56.00 0.2198 1.3976e-1 1.4916e-1 -1.9731e-1
57.00 0.2161 1.4682e-1 1.2854e-1 -1.9436e-1
58.00 0.2107 1.5047e-1 1.1160e-1 -1.9002e-1
59.00 0.2044 1.5178e-1 9.7388e-2 -1.8485e-1
