# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.0337 -8.4030e0 2.1349e0 -9.5186e-1
33.00 1.4433 -9.0481e0 4.2780e0 -7.6385e-1
34.00 -0.4600 -1.2149e1 1.0081e1 5.8407e-1
35.00 -0.1282 -8.5809e0 8.3088e0 1.3675e-1
36.00 -0.1507 -6.5895e0 4.1513e0 1.6269e-1
37.00 -0.2929 -5.7029e0 3.8844e0 3.4027e-1
38.00 -0.4951 -5.1299e0 3.8351e0 6.4072e-1
39.00 -0.7404 -4.8346e0 4.6106e0 1.0968e0
40.00 -0.9204 -4.4905e0 4.9200e0 1.5104e0
41.00 -1.0255 -4.0766e0 4.8074e0 1.7886e0
42.00 -1.0399 -3.4982e0 3.9654e0 1.8290e0
43.00 -0.9541 -2.9100e0 3.4171e0 1.5962e0
44.00 -0.7864 -2.3446e0 3.0963e0 1.1956e0
45.00 -0.5919 -1.8494e0 2.8609e0 8.0745e-1
46.00 -0.3996 -1.4214e0 2.5775e0 4.9127e-1
47.00 -0.2094 -9.8761e-1 2.0074e0 2.3295e-1
48.00 -0.0468 -6.1957e-1 1.4495e0 4.7941e-2
49.00 0.0813 -3.3706e-1 9.9882e-1 -7.8063e-2
50.00 0.1736 -1.3976e-1 6.9626e-1 -1.5939e-1
51.00 0.2350 -9.7610e-3 5.1032e-1 -2.0942e-1
52.00 0.2720 7.2890e-2 3.9559e-1 -2.3814e-1
53.00 0.2934 1.2730e-1 3.1813e-1 -2.5429e-1
54.00 0.3039 1.6235e-1 2.6461e-1 -2.6207e-1
55.00 0.3072 1.8484e-1 2.2528e-1 -2.6447e-1
56.00 0.3056 1.9881e-1 1.9508e-1 -2.6332e-1
57.00 0.3010 2.0716e-1 1.7080e-1 -2.5994e-1
58.00 0.2946 2.1172e-1 1.5061e-1 -2.5517e-1
59.00 0.2870 2.1362e-1 1.3347e-1 -2.4952e-1
