# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.8529 -8.4691e0 2.0862e0 -9.4232e-1
33.00 1.2838 -9.0569e0 4.1749e0 -7.2302e-1
34.00 -0.5258 -1.1931e1 1.0312e1 6.9183e-1
35.00 -0.2413 -8.4463e0 7.9439e0 2.7294e-1
36.00 -0.2901 -6.5706e0 4.0151e0 3.3658e-1
37.00 -0.4427 -5.7141e0 3.7647e0 5.5696e-1
38.00 -0.6254 -5.0945e0 3.6208e0 8.6905e-1
39.00 -0.8490 -4.7413e0 4.2162e0 1.3372e0
40.00 -1.0183 -4.3888e0 4.5625e0 1.7684e0
41.00 -1.1130 -3.9551e0 4.4122e0 2.0436e0
42.00 -1.1264 -3.3945e0 3.6468e0 2.0845e0
43.00 -1.0455 -2.8282e0 3.1332e0 1.8449e0
44.00 -0.8846 -2.2739e0 2.7794e0 1.4219e0
45.00 -0.6959 -1.7882e0 2.5085e0 1.0055e0
46.00 -0.5074 -1.3668e0 2.1973e0 6.6098e-1
47.00 -0.3238 -9.5544e-1 1.6603e0 3.8240e-1
48.00 -0.1684 -6.1525e-1 1.1612e0 1.8336e-1
49.00 -0.0464 -3.5886e-1 7.7178e-1 4.7475e-2
50.00 0.0415 -1.8216e-1 5.1668e-1 -4.0621e-2
51.00 0.0998 -6.7571e-2 3.6377e-1 -9.4987e-2
52.00 0.1352 4.0039e-3 2.7163e-1 -1.2642e-1
53.00 0.1558 5.0131e-2 2.1050e-1 -1.4429e-1
54.00 0.1663 7.9046e-2 1.6917e-1 -1.5322e-1
55.00 0.1702 9.6938e-2 1.3951e-1 -1.5648e-1
56.00 0.1697 1.0752e-1 1.1725e-1 -1.5606e-1
57.00 0.1665 1.1340e-1 9.9752e-2 -1.5341e-1
58.00 0.1619 1.1621e-1 8.5512e-2 -1.4944e-1
59.00 0.1563 1.1693e-1 7.3683e-2 -1.4469e-1
