# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.6105 -8.3474e0 1.5300e0 -9.2650e-1
33.00 1.1227 -8.7892e0 3.5005e0 -6.7461e-1
34.00 -0.3500 -1.0575e1 8.9840e0 4.1908e-1
35.00 -0.2538 -7.7170e0 5.7903e0 2.8895e-1
36.00 -0.3840 -6.2789e0 3.4382e0 4.6816e-1
37.00 -0.5416 -5.4370e0 3.1391e0 7.1873e-1
38.00 -0.6795 -4.7198e0 2.8172e0 9.7280e-1
39.00 -0.8491 -4.2020e0 2.8365e0 1.3376e0
40.00 -0.9829 -3.7608e0 2.9883e0 1.6721e0
41.00 -1.0490 -3.2532e0 2.6762e0 1.8547e0
42.00 -1.0665 -2.7635e0 2.2346e0 1.9051e0
43.00 -1.0089 -2.2785e0 1.8607e0 1.7426e0
44.00 -0.8754 -1.7788e0 1.4582e0 1.3997e0
45.00 -0.7097 -1.3381e0 1.1336e0 1.0333e0
46.00 -0.5401 -9.6203e-1 8.3518e-1 7.1615e-1
47.00 -0.3855 -6.5310e-1 5.5671e-1 4.7033e-1
48.00 -0.2580 -4.1931e-1 3.4677e-1 2.9438e-1
49.00 -0.1586 -2.5237e-1 2.0303e-1 1.7184e-1
50.00 -0.0864 -1.4043e-1 1.1574e-1 9.0219e-2
51.00 -0.0381 -7.0474e-2 6.8342e-2 3.8830e-2
52.00 -0.0084 -2.9128e-2 4.3300e-2 8.4602e-3
53.00 0.0091 -4.8515e-3 2.8627e-2 -9.0811e-3
54.00 0.0186 8.6430e-3 1.9982e-2 -1.8457e-2
55.00 0.0231 1.5670e-2 1.4542e-2 -2.2806e-2
56.00 0.0244 1.8807e-2 1.0904e-2 -2.4112e-2
57.00 0.0240 1.9727e-2 8.3144e-3 -2.3727e-2
58.00 0.0227 1.9429e-2 6.3892e-3 -2.2467e-2
59.00 0.0210 1.8485e-2 4.9274e-3 -2.0803e-2
