# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.5787 -7.6380e0 5.7134e-1 -9.7209e-1
33.00 1.7056 -7.0973e0 1.6078e0 -8.1833e-1
34.00 -0.9463 -1.0209e1 3.5587e0 1.5760e0
35.00 -0.8473 -9.8354e0 8.5017e0 1.3333e0
36.00 -0.4909 -6.3468e0 3.2259e0 6.3381e-1
37.00 -0.5510 -5.3955e0 2.8864e0 7.3503e-1
38.00 -0.7296 -4.8071e0 2.9587e0 1.0742e0
39.00 -0.8641 -4.2277e0 2.8251e0 1.3730e0
40.00 -0.9677 -3.7339e0 2.8553e0 1.6319e0
41.00 -1.0698 -3.2988e0 2.6626e0 1.9147e0
42.00 -1.0408 -2.6979e0 2.0400e0 1.8314e0
43.00 -0.9849 -2.2128e0 1.6827e0 1.6777e0
44.00 -0.8768 -1.7853e0 1.4706e0 1.4033e0
45.00 -0.7215 -1.3637e0 1.1629e0 1.0576e0
46.00 -0.5461 -9.6460e-1 8.1340e-1 7.2658e-1
47.00 -0.3850 -6.4651e-1 5.4260e-1 4.6967e-1
48.00 -0.2584 -4.2030e-1 3.5243e-1 2.9488e-1
49.00 -0.1590 -2.5432e-1 2.1085e-1 1.7239e-1
50.00 -0.0864 -1.4075e-1 1.1794e-1 9.0266e-2
51.00 -0.0378 -6.9889e-2 6.7753e-2 3.8568e-2
52.00 -0.0080 -2.8635e-2 4.2923e-2 8.0800e-3
53.00 0.0093 -4.6498e-3 2.8672e-2 -9.2626e-3
54.00 0.0188 8.8557e-3 1.9900e-2 -1.8621e-2
55.00 0.0232 1.5785e-2 1.4519e-2 -2.2904e-2
56.00 0.0245 1.8887e-2 1.0891e-2 -2.4183e-2
57.00 0.0241 1.9787e-2 8.3060e-3 -2.3779e-2
58.00 0.0228 1.9474e-2 6.3832e-3 -2.2508e-2
59.00 0.0211 1.8520e-2 4.9228e-3 -2.0834e-2
