# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.2725 -8.2936e0 8.2022e-1 -9.6209e-1
33.00 1.4962 -8.4981e0 3.6263e0 -7.7602e-1
34.00 -0.8046 -1.1117e1 4.9304e0 1.2358e0
35.00 -1.0820 -1.1276e1 7.0694e0 1.9505e0
36.00 -0.2258 -6.5460e0 3.5130e0 2.5338e-1
37.00 -0.2747 -5.5875e0 3.4957e0 3.1616e-1
38.00 -0.6203 -5.4982e0 4.7229e0 8.5943e-1
39.00 -0.7559 -4.8282e0 4.3309e0 1.1295e0
40.00 -0.8747 -4.3344e0 4.2793e0 1.3980e0
41.00 -1.0236 -3.9915e0 4.2421e0 1.7832e0
42.00 -0.9950 -3.3599e0 3.5763e0 1.7048e0
43.00 -0.9033 -2.7559e0 3.0098e0 1.4678e0
44.00 -0.7930 -2.3570e0 3.0628e0 1.2100e0
45.00 -0.6137 -1.8944e0 2.8421e0 8.4730e-1
46.00 -0.3992 -1.3952e0 2.4351e0 4.9063e-1
47.00 -0.2021 -9.6214e-1 1.9676e0 2.2398e-1
48.00 -0.0494 -6.3068e-1 1.4927e0 5.0606e-2
49.00 0.0796 -3.4611e-1 1.0375e0 -7.6548e-2
50.00 0.1737 -1.4184e-1 7.0866e-1 -1.5949e-1
51.00 0.2357 -8.8692e-3 5.0943e-1 -2.0998e-1
52.00 0.2729 7.3800e-2 3.9547e-1 -2.3884e-1
53.00 0.2940 1.2764e-1 3.1926e-1 -2.5475e-1
54.00 0.3047 1.6314e-1 2.6457e-1 -2.6262e-1
55.00 0.3078 1.8538e-1 2.2551e-1 -2.6492e-1
56.00 0.3061 1.9928e-1 1.9530e-1 -2.6372e-1
57.00 0.3015 2.0759e-1 1.7099e-1 -2.6030e-1
58.00 0.2950 2.1212e-1 1.5077e-1 -2.5550e-1
59.00 0.2875 2.1400e-1 1.3361e-1 -2.4983e-1
