# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.2530 -8.2738e0 8.2850e-1 -9.6134e-1
33.00 1.4623 -8.3712e0 3.5217e0 -7.6829e-1
34.00 -0.8769 -1.1048e1 4.9404e0 1.4034e0
35.00 -1.1283 -1.1226e1 7.3714e0 2.0903e0
36.00 -0.3182 -6.5550e0 3.4776e0 3.7470e-1
37.00 -0.3767 -5.6192e0 3.4475e0 4.5741e-1
38.00 -0.6945 -5.4518e0 4.5273e0 1.0027e0
39.00 -0.8289 -4.7942e0 4.1668e0 1.2909e0
40.00 -0.9470 -4.3133e0 4.1718e0 1.5778e0
41.00 -1.0900 -3.9599e0 4.1016e0 1.9742e0
42.00 -1.0593 -3.3271e0 3.4295e0 1.8842e0
43.00 -0.9705 -2.7347e0 2.8827e0 1.6393e0
44.00 -0.8606 -2.3359e0 2.9230e0 1.3645e0
45.00 -0.6836 -1.8755e0 2.6783e0 9.8100e-1
46.00 -0.4726 -1.3828e0 2.2524e0 6.0410e-1
47.00 -0.2788 -9.5987e-1 1.7895e0 3.2149e-1
48.00 -0.1285 -6.3941e-1 1.3382e0 1.3713e-1
49.00 -0.0026 -3.6812e-1 9.1196e-1 2.6046e-3
50.00 0.0891 -1.7506e-1 6.0879e-1 -8.5271e-2
51.00 0.1496 -5.0427e-2 4.2776e-1 -1.3891e-1
52.00 0.1860 2.6415e-2 3.2532e-1 -1.6972e-1
53.00 0.2069 7.5956e-2 2.5743e-1 -1.8687e-1
54.00 0.2176 1.0818e-1 2.0924e-1 -1.9554e-1
55.00 0.2211 1.2803e-1 1.7525e-1 -1.9840e-1
56.00 0.2202 1.4016e-1 1.4930e-1 -1.9766e-1
57.00 0.2165 1.4717e-1 1.2866e-1 -1.9467e-1
58.00 0.2111 1.5079e-1 1.1170e-1 -1.9030e-1
59.00 0.2047 1.5207e-1 9.7475e-2 -1.8511e-1
