# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.2672 -8.2242e0 8.2694e-1 -9.6189e-1
33.00 1.4647 -8.2290e0 3.3822e0 -7.6886e-1
34.00 -0.9072 -1.0953e1 4.8954e0 1.4775e0
35.00 -1.1330 -1.1136e1 7.6244e0 2.1051e0
36.00 -0.3680 -6.5387e0 3.4405e0 4.4486e-1
37.00 -0.4332 -5.6191e0 3.3975e0 5.4222e-1
38.00 -0.7298 -5.3889e0 4.3444e0 1.0746e0
39.00 -0.8635 -4.7413e0 4.0120e0 1.3713e0
40.00 -0.9802 -4.2666e0 4.0519e0 1.6651e0
41.00 -1.1178 -3.9027e0 3.9557e0 2.0582e0
42.00 -1.0861 -3.2709e0 3.2824e0 1.9626e0
43.00 -1.0005 -2.6900e0 2.7548e0 1.7196e0
44.00 -0.8908 -2.2893e0 2.7749e0 1.4370e0
45.00 -0.7159 -1.8310e0 2.5105e0 1.0461e0
46.00 -0.5084 -1.3458e0 2.0737e0 6.6270e-1
47.00 -0.3181 -9.3355e-1 1.6213e0 3.7446e-1
48.00 -0.1705 -6.2421e-1 1.1970e0 1.8587e-1
49.00 -0.0478 -3.6611e-1 8.0282e-1 4.8950e-2
50.00 0.0415 -1.8371e-1 5.2602e-1 -4.0650e-2
51.00 0.1003 -6.6750e-2 3.6274e-1 -9.5473e-2
52.00 0.1359 4.7898e-3 2.7130e-1 -1.2704e-1
53.00 0.1563 5.0414e-2 2.1123e-1 -1.4468e-1
54.00 0.1669 7.9653e-2 1.6903e-1 -1.5368e-1
55.00 0.1706 9.7336e-2 1.3959e-1 -1.5682e-1
56.00 0.1700 1.0786e-1 1.1734e-1 -1.5636e-1
57.00 0.1669 1.1369e-1 9.9832e-2 -1.5368e-1
58.00 0.1621 1.1647e-1 8.5579e-2 -1.4968e-1
59.00 0.1565 1.1717e-1 7.3739e-2 -1.4490e-1
