# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.4597 -9.4372e0 1.9165e-1 -9.1454e-1
33.00 -0.0979 -1.0175e1 2.4057e0 1.0282e-1
34.00 -0.7400 -9.6638e0 3.0508e0 1.0960e0
35.00 -1.6410 -1.1512e1 7.0872e0 4.1604e0
36.00 -0.7734 -7.1589e0 3.5470e0 1.1671e0
37.00 -0.7369 -6.1828e0 3.7809e0 1.0895e0
38.00 -0.7961 -5.5116e0 4.5506e0 1.2168e0
39.00 -0.8877 -4.6428e0 3.1312e0 1.4294e0
40.00 -1.0080 -4.1945e0 3.4772e0 1.7401e0
41.00 -1.1715 -3.9425e0 3.8167e0 2.2267e0
42.00 -1.1337 -3.2359e0 2.9595e0 2.1070e0
43.00 -1.0803 -2.7626e0 2.8778e0 1.9454e0
44.00 -0.9598 -2.2488e0 2.3703e0 1.6112e0
45.00 -0.7952 -1.7538e0 1.9012e0 1.2148e0
46.00 -0.6017 -1.2762e0 1.4363e0 8.2530e-1
47.00 -0.4274 -8.9398e-1 1.0821e0 5.3333e-1
48.00 -0.2793 -5.8152e-1 7.1007e-1 3.2220e-1
49.00 -0.1616 -3.5430e-1 4.4938e-1 1.7541e-1
50.00 -0.0763 -1.9654e-1 2.6608e-1 7.9233e-2
51.00 -0.0192 -9.7490e-2 1.6600e-1 1.9435e-2
52.00 0.0157 -3.8760e-2 1.1238e-1 -1.5568e-2
53.00 0.0360 -3.4930e-3 7.9773e-2 -3.5322e-2
54.00 0.0467 1.7117e-2 5.8685e-2 -4.5638e-2
55.00 0.0513 2.8497e-2 4.4568e-2 -4.9963e-2
56.00 0.0520 3.4329e-2 3.4410e-2 -5.0691e-2
57.00 0.0506 3.6713e-2 2.6878e-2 -4.9316e-2
58.00 0.0479 3.7050e-2 2.1121e-2 -4.6814e-2
59.00 0.0448 3.6169e-2 1.6651e-2 -4.3764e-2
