# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.6143 -9.2839e0 1.9203e-1 -9.2678e-1
33.00 0.0781 -9.8486e0 2.2333e0 -7.5156e-2
34.00 -0.7872 -9.8561e0 3.3679e0 1.1971e0
35.00 -1.4977 -1.1178e1 7.2653e0 3.4712e0
36.00 -0.7160 -7.0170e0 3.4315e0 1.0463e0
37.00 -0.6834 -6.0259e0 3.5575e0 9.8053e-1
38.00 -0.7511 -5.3573e0 4.2599e0 1.1193e0
39.00 -0.8509 -4.5311e0 2.9908e0 1.3418e0
40.00 -0.9689 -4.0639e0 3.2437e0 1.6351e0
41.00 -1.1247 -3.7883e0 3.5554e0 2.0792e0
42.00 -1.0888 -3.0846e0 2.6725e0 1.9706e0
43.00 -1.0402 -2.6188e0 2.5690e0 1.8297e0
44.00 -0.9236 -2.1145e0 2.0875e0 1.5182e0
45.00 -0.7648 -1.6348e0 1.6451e0 1.1485e0
46.00 -0.5794 -1.1780e0 1.2092e0 7.8502e-1
47.00 -0.4122 -8.1439e-1 8.8102e-1 5.1021e-1
48.00 -0.2716 -5.2527e-1 5.6573e-1 3.1208e-1
49.00 -0.1599 -3.1669e-1 3.4978e-1 1.7335e-1
50.00 -0.0792 -1.7369e-1 2.0210e-1 8.2371e-2
51.00 -0.0253 -8.4402e-2 1.2245e-1 2.5605e-2
52.00 0.0077 -3.2049e-2 8.0791e-2 -7.6412e-3
53.00 0.0266 -1.2680e-3 5.6024e-2 -2.6276e-2
54.00 0.0366 1.6153e-2 4.0340e-2 -3.5906e-2
55.00 0.0407 2.5308e-2 3.0059e-2 -3.9864e-2
56.00 0.0413 2.9576e-2 2.2779e-2 -4.0451e-2
57.00 0.0399 3.0892e-2 1.7466e-2 -3.9109e-2
58.00 0.0375 3.0527e-2 1.3466e-2 -3.6772e-2
59.00 0.0346 2.9224e-2 1.0408e-2 -3.3987e-2
