# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.6563 -1.0227e1 2.1484e-1 -8.0915e-1
33.00 -1.0750 -1.1937e1 2.6360e0 1.9301e0
34.00 -0.7005 -9.3254e0 1.9645e0 1.0148e0
35.00 -2.4486 -1.3099e1 5.3673e0 1.0572e1
36.00 -1.1475 -8.1561e0 4.1369e0 2.1503e0
37.00 -1.0531 -7.2679e0 5.3146e0 1.8666e0
38.00 -1.0368 -6.4721e0 5.8585e0 1.8203e0
39.00 -1.0682 -5.3513e0 3.9150e0 1.9102e0
40.00 -1.2060 -5.0050e0 4.6927e0 2.3400e0
41.00 -1.4175 -4.8780e0 5.1040e0 3.1270e0
42.00 -1.3750 -4.1651e0 4.4152e0 2.9549e0
43.00 -1.2931 -3.6436e0 4.4346e0 2.6441e0
44.00 -1.1581 -3.1043e0 3.8729e0 2.1838e0
45.00 -0.9649 -2.5501e0 3.3783e0 1.6246e0
46.00 -0.7303 -1.9887e0 2.9356e0 1.0758e0
47.00 -0.5168 -1.5199e0 2.5815e0 6.7663e-1
48.00 -0.3186 -1.0544e0 1.8875e0 3.7524e-1
49.00 -0.1583 -6.9465e-1 1.3450e0 1.7155e-1
50.00 -0.0367 -4.2131e-1 8.9178e-1 3.7383e-2
51.00 0.0466 -2.4085e-1 6.2497e-1 -4.5565e-2
52.00 0.0999 -1.2550e-1 4.6784e-1 -9.5117e-2
53.00 0.1336 -4.8376e-2 3.6501e-1 -1.2504e-1
54.00 0.1539 3.9211e-3 2.9371e-1 -1.4266e-1
55.00 0.1650 3.9307e-2 2.4230e-1 -1.5211e-1
56.00 0.1701 6.3707e-2 2.0298e-1 -1.5638e-1
57.00 0.1711 8.0455e-2 1.7198e-1 -1.5726e-1
58.00 0.1695 9.1919e-2 1.4682e-1 -1.5595e-1
59.00 0.1663 9.9593e-2 1.2602e-1 -1.5321e-1
