# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.5681 -1.0312e1 2.1948e-1 -7.9156e-1
33.00 -1.1893 -1.2151e1 2.5703e0 2.2849e0
34.00 -0.7054 -9.3740e0 1.9960e0 1.0246e0
35.00 -2.5399 -1.3266e1 5.1031e0 1.1679e1
36.00 -1.1877 -8.3010e0 4.1648e0 2.2797e0
37.00 -1.0814 -7.4340e0 5.5204e0 1.9487e0
38.00 -1.0515 -6.6107e0 5.9755e0 1.8620e0
39.00 -1.0704 -5.4471e0 4.0038e0 1.9166e0
40.00 -1.2102 -5.1104e0 4.8195e0 2.3542e0
41.00 -1.4264 -4.9896e0 5.2159e0 3.1637e0
42.00 -1.3834 -4.2743e0 4.5384e0 2.9886e0
43.00 -1.2975 -3.7452e0 4.5666e0 2.6600e0
44.00 -1.1615 -3.2066e0 4.0135e0 2.1949e0
45.00 -0.9656 -2.6504e0 3.5371e0 1.6265e0
46.00 -0.7266 -2.0838e0 3.1208e0 1.0679e0
47.00 -0.5083 -1.6084e0 2.7928e0 6.6254e-1
48.00 -0.3030 -1.1228e0 2.0715e0 3.5395e-1
49.00 -0.1363 -7.4473e-1 1.5031e0 1.4607e-1
50.00 -0.0088 -4.5313e-1 1.0143e0 8.8482e-3
51.00 0.0791 -2.5879e-1 7.2279e-1 -7.6039e-2
52.00 0.1357 -1.3327e-1 5.4928e-1 -1.2690e-1
53.00 0.1718 -4.8343e-2 4.3484e-1 -1.5787e-1
54.00 0.1940 1.0128e-2 3.5483e-1 -1.7636e-1
55.00 0.2064 5.0423e-2 2.9655e-1 -1.8653e-1
56.00 0.2124 7.8811e-2 2.5158e-1 -1.9138e-1
57.00 0.2141 9.8813e-2 2.1581e-1 -1.9271e-1
58.00 0.2128 1.1295e-1 1.8651e-1 -1.9172e-1
59.00 0.2097 1.2282e-1 1.6206e-1 -1.8919e-1
