# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.5009 -1.0377e1 2.2453e-1 -7.7707e-1
33.00 -1.2836 -1.2351e1 2.4720e0 2.6098e0
34.00 -0.6873 -9.4253e0 2.0587e0 9.8826e-1
35.00 -2.6095 -1.3412e1 4.8171e0 1.2592e1
36.00 -1.2050 -8.4374e0 4.1627e0 2.3366e0
37.00 -1.0844 -7.5981e0 5.7189e0 1.9577e0
38.00 -1.0403 -6.7480e0 6.0773e0 1.8302e0
39.00 -1.0434 -5.5328e0 4.0891e0 1.8387e0
40.00 -1.1852 -5.2040e0 4.9380e0 2.2713e0
41.00 -1.4041 -5.0807e0 5.3048e0 3.0719e0
42.00 -1.3606 -4.3608e0 4.6281e0 2.8984e0
43.00 -1.2701 -3.8228e0 4.6614e0 2.5611e0
44.00 -1.1335 -3.2861e0 4.1246e0 2.1067e0
45.00 -0.9353 -2.7302e0 3.6753e0 1.5481e0
46.00 -0.6920 -2.1602e0 3.2895e0 9.9764e-1
47.00 -0.4692 -1.6798e0 2.9964e0 5.9876e-1
48.00 -0.2567 -1.1752e0 2.2572e0 2.9263e-1
49.00 -0.0836 -7.7960e-1 1.6727e0 8.7157e-2
50.00 0.0502 -4.6929e-1 1.1526e0 -4.8932e-2
51.00 0.1430 -2.6014e-1 8.3785e-1 -1.3321e-1
52.00 0.2031 -1.2362e-1 6.4856e-1 -1.8382e-1
53.00 0.2419 -3.0137e-2 5.2278e-1 -2.1485e-1
54.00 0.2660 3.5187e-2 4.3404e-1 -2.3359e-1
55.00 0.2798 8.1007e-2 3.6869e-1 -2.4409e-1
56.00 0.2867 1.1394e-1 3.1773e-1 -2.4929e-1
57.00 0.2889 1.3769e-1 2.7675e-1 -2.5093e-1
58.00 0.2879 1.5494e-1 2.4283e-1 -2.5019e-1
59.00 0.2848 1.6740e-1 2.1419e-1 -2.4782e-1
