# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.8362 -1.0051e1 2.0705e-1 -8.4057e-1
33.00 -0.8488 -1.1533e1 2.6958e0 1.3368e0
34.00 -0.6831 -9.2806e0 2.0079e0 9.7999e-1
35.00 -2.2627 -1.2763e1 5.8309e0 8.6087e0
36.00 -1.0572 -7.8927e0 4.0380e0 1.8783e0
37.00 -0.9817 -6.9754e0 4.9269e0 1.6691e0
38.00 -0.9881 -6.2257e0 5.6072e0 1.6861e0
39.00 -1.0379 -5.1726e0 3.7408e0 1.8234e0
40.00 -1.1716 -4.8053e0 4.4361e0 2.2270e0
41.00 -1.3724 -4.6559e0 4.8539e0 2.9449e0
42.00 -1.3305 -3.9449e0 4.1307e0 2.7828e0
43.00 -1.2557 -3.4360e0 4.1299e0 2.5105e0
44.00 -1.1230 -2.8979e0 3.5642e0 2.0741e0
45.00 -0.9357 -2.3520e0 3.0518e0 1.5489e0
46.00 -0.7099 -1.8038e0 2.5731e0 1.0338e0
47.00 -0.5053 -1.3509e0 2.1895e0 6.5752e-1
48.00 -0.3200 -9.2327e-1 1.5607e0 3.7719e-1
49.00 -0.1711 -5.9771e-1 1.0793e0 1.8662e-1
50.00 -0.0596 -3.5637e-1 6.9562e-1 6.1443e-2
51.00 0.0161 -1.9941e-1 4.7440e-1 -1.5933e-2
52.00 0.0639 -1.0093e-1 3.4673e-1 -6.1875e-2
53.00 0.0934 -3.6570e-2 2.6438e-1 -8.9161e-2
54.00 0.1107 5.7991e-3 2.0812e-1 -1.0476e-1
55.00 0.1196 3.3425e-2 1.6823e-1 -1.1269e-1
56.00 0.1231 5.1631e-2 1.3815e-1 -1.1581e-1
57.00 0.1231 6.3412e-2 1.1479e-1 -1.1585e-1
58.00 0.1210 7.0873e-2 9.6093e-2 -1.1398e-1
59.00 0.1176 7.5325e-2 8.0855e-2 -1.1092e-1
