# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3475 -8.0781e0 7.9223e-1 -9.6483e-1
33.00 1.5504 -7.9343e0 3.1042e0 -7.8783e-1
34.00 -0.8738 -1.0683e1 4.6665e0 1.3960e0
35.00 -1.0513 -1.0832e1 8.0064e0 1.8614e0
36.00 -0.3897 -6.4562e0 3.3332e0 4.7657e-1
37.00 -0.4683 -5.5696e0 3.3023e0 5.9735e-1
38.00 -0.7410 -5.2600e0 4.0480e0 1.0980e0
39.00 -0.8737 -4.6214e0 3.7443e0 1.3957e0
40.00 -0.9894 -4.1511e0 3.8201e0 1.6896e0
41.00 -1.1185 -3.7662e0 3.6743e0 2.0603e0
42.00 -1.0863 -3.1372e0 3.0015e0 1.9633e0
43.00 -1.0071 -2.5771e0 2.5111e0 1.7377e0
44.00 -0.8977 -2.1703e0 2.4818e0 1.4540e0
45.00 -0.7268 -1.7160e0 2.1858e0 1.0683e0
46.00 -0.5264 -1.2474e0 1.7475e0 6.9279e-1
47.00 -0.3430 -8.5631e-1 1.3257e0 4.0919e-1
48.00 -0.2011 -5.6816e-1 9.5719e-1 2.2275e-1
49.00 -0.0850 -3.3474e-1 6.2725e-1 8.8739e-2
50.00 -0.0008 -1.7162e-1 3.9997e-1 7.7767e-4
51.00 0.0546 -6.8142e-2 2.6831e-1 -5.3163e-2
52.00 0.0879 -5.8051e-3 1.9577e-1 -8.4183e-2
53.00 0.1069 3.3002e-2 1.4891e-1 -1.0138e-1
54.00 0.1166 5.7061e-2 1.1652e-1 -1.1006e-1
55.00 0.1200 7.0963e-2 9.4276e-2 -1.1305e-1
56.00 0.1194 7.8657e-2 7.7709e-2 -1.1258e-1
57.00 0.1166 8.2393e-2 6.4850e-2 -1.1005e-1
58.00 0.1124 8.3621e-2 5.4526e-2 -1.0633e-1
59.00 0.1076 8.3220e-2 4.6069e-2 -1.0197e-1
