# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3306 -8.2301e0 8.1242e-1 -9.6423e-1
33.00 1.5759 -8.4409e0 3.6375e0 -7.9317e-1
34.00 -0.7108 -1.0987e1 4.9241e0 1.0356e0
35.00 -0.9964 -1.1136e1 7.1000e0 1.7085e0
36.00 -0.1739 -6.4872e0 3.4616e0 1.8997e-1
37.00 -0.2317 -5.5516e0 3.5005e0 2.6072e-1
38.00 -0.5886 -5.4835e0 4.7370e0 8.0147e-1
39.00 -0.7243 -4.8055e0 4.3308e0 1.0632e0
40.00 -0.8451 -4.3120e0 4.2804e0 1.3283e0
41.00 -0.9943 -3.9631e0 4.2216e0 1.7030e0
42.00 -0.9663 -3.3308e0 3.5565e0 1.6282e0
43.00 -0.8753 -2.7278e0 2.9938e0 1.3996e0
44.00 -0.7651 -2.3274e0 3.0402e0 1.1492e0
45.00 -0.5858 -1.8629e0 2.8122e0 7.9639e-1
46.00 -0.3721 -1.3653e0 2.4095e0 4.5079e-1
47.00 -0.1762 -9.3415e-1 1.9445e0 1.9262e-1
48.00 -0.0247 -6.0496e-1 1.4756e0 2.4976e-2
49.00 0.1029 -3.2338e-1 1.0281e0 -9.7741e-2
50.00 0.1957 -1.2144e-1 7.0500e-1 -1.7771e-1
51.00 0.2565 9.8938e-3 5.0886e-1 -2.2623e-1
52.00 0.2927 9.1399e-2 3.9637e-1 -2.5375e-1
53.00 0.3129 1.4425e-1 3.2107e-1 -2.6868e-1
54.00 0.3227 1.7892e-1 2.6692e-1 -2.7579e-1
55.00 0.3250 2.0046e-1 2.2809e-1 -2.7748e-1
56.00 0.3226 2.1372e-1 1.9796e-1 -2.7576e-1
57.00 0.3173 2.2145e-1 1.7364e-1 -2.7189e-1
58.00 0.3102 2.2544e-1 1.5335e-1 -2.6668e-1
59.00 0.3019 2.2681e-1 1.3609e-1 -2.6062e-1
