# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.4852 -7.8156e0 6.8159e-1 -9.6935e-1
33.00 1.6523 -7.4093e0 2.2681e0 -8.0840e-1
34.00 -0.8998 -1.0344e1 4.0151e0 1.4592e0
35.00 -0.9359 -1.0285e1 8.4835e0 1.5494e0
36.00 -0.4492 -6.3692e0 3.2340e0 5.6703e-1
37.00 -0.5265 -5.4717e0 3.0721e0 6.9295e-1
38.00 -0.7436 -4.9936e0 3.4074e0 1.1036e0
39.00 -0.8764 -4.3868e0 3.1968e0 1.4022e0
40.00 -0.9849 -3.9051e0 3.2621e0 1.6777e0
41.00 -1.0975 -3.4881e0 3.0761e0 1.9966e0
42.00 -1.0666 -2.8741e0 2.4284e0 1.9054e0
43.00 -1.0008 -2.3577e0 2.0157e0 1.7204e0
44.00 -0.8918 -1.9381e0 1.8783e0 1.4396e0
45.00 -0.7297 -1.5001e0 1.5599e0 1.0744e0
46.00 -0.5437 -1.0702e0 1.1582e0 7.2235e-1
47.00 -0.3735 -7.2239e-1 8.2107e-1 4.5287e-1
48.00 -0.2412 -4.7283e-1 5.6251e-1 2.7277e-1
49.00 -0.1358 -2.8212e-1 3.5121e-1 1.4542e-1
50.00 -0.0591 -1.5086e-1 2.0994e-1 6.0926e-2
51.00 -0.0084 -6.8746e-2 1.3115e-1 8.4609e-3
52.00 0.0223 -2.0475e-2 8.9811e-2 -2.2022e-2
53.00 0.0398 8.2792e-3 6.4409e-2 -3.9060e-2
54.00 0.0491 2.5026e-2 4.7682e-2 -4.7890e-2
55.00 0.0528 3.3924e-2 3.6731e-2 -5.1403e-2
56.00 0.0531 3.8165e-2 2.8912e-2 -5.1751e-2
57.00 0.0516 3.9606e-2 2.3069e-2 -5.0290e-2
58.00 0.0491 3.9406e-2 1.8543e-2 -4.7870e-2
59.00 0.0460 3.8251e-2 1.4967e-2 -4.4988e-2
