# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3992 -7.9764e0 7.5761e-1 -9.6660e-1
33.00 1.5877 -7.7195e0 2.7930e0 -7.9560e-1
34.00 -0.8859 -1.0538e1 4.4330e0 1.4252e0
35.00 -1.0129 -1.0634e1 8.2496e0 1.7536e0
36.00 -0.4189 -6.4194e0 3.2879e0 5.2024e-1
37.00 -0.4993 -5.5351e0 3.2147e0 6.4758e-1
38.00 -0.7484 -5.1538e0 3.7890e0 1.1136e0
39.00 -0.8808 -4.5280e0 3.5226e0 1.4129e0
40.00 -0.9937 -4.0549e0 3.6039e0 1.7012e0
41.00 -1.1158 -3.6565e0 3.4379e0 2.0521e0
42.00 -1.0838 -3.0327e0 2.7729e0 1.9559e0
43.00 -1.0098 -2.4900e0 2.3129e0 1.7452e0
44.00 -0.9006 -2.0781e0 2.2415e0 1.4610e0
45.00 -0.7330 -1.6294e0 1.9314e0 1.0813e0
46.00 -0.5382 -1.1753e0 1.5009e0 7.1299e-1
47.00 -0.3601 -8.0142e-1 1.1101e0 4.3354e-1
48.00 -0.2222 -5.2921e-1 7.8610e-1 2.4877e-1
49.00 -0.1105 -3.1372e-1 5.0533e-1 1.1686e-1
50.00 -0.0295 -1.6417e-1 3.1443e-1 2.9945e-2
51.00 0.0239 -6.9937e-2 2.0553e-1 -2.3590e-2
52.00 0.0560 -1.3762e-2 1.4655e-1 -5.4484e-2
53.00 0.0744 2.0595e-2 1.0909e-1 -7.1653e-2
54.00 0.0838 4.1374e-2 8.3622e-2 -8.0397e-2
55.00 0.0873 5.2986e-2 6.6426e-2 -8.3583e-2
56.00 0.0871 5.9060e-2 5.3808e-2 -8.3423e-2
57.00 0.0848 6.1680e-2 4.4148e-2 -8.1301e-2
58.00 0.0813 6.2174e-2 3.6494e-2 -7.8094e-2
59.00 0.0772 6.1339e-2 3.0309e-2 -7.4321e-2
