# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3030 -8.1834e0 8.1542e-1 -9.6323e-1
33.00 1.5239 -8.1915e0 3.4133e0 -7.8213e-1
34.00 -0.8404 -1.0855e1 4.8627e0 1.3174e0
35.00 -1.0709 -1.1027e1 7.6372e0 1.9180e0
36.00 -0.3319 -6.4955e0 3.3948e0 3.9359e-1
37.00 -0.4040 -5.5942e0 3.4003e0 4.9779e-1
38.00 -0.7096 -5.3826e0 4.3652e0 1.0331e0
39.00 -0.8430 -4.7275e0 4.0153e0 1.3234e0
40.00 -0.9618 -4.2542e0 4.0584e0 1.6164e0
41.00 -1.0999 -3.8864e0 3.9456e0 2.0039e0
42.00 -1.0684 -3.2532e0 3.2694e0 1.9107e0
43.00 -0.9833 -2.6726e0 2.7443e0 1.6731e0
44.00 -0.8736 -2.2708e0 2.7595e0 1.3956e0
45.00 -0.6988 -1.8113e0 2.4897e0 1.0113e0
46.00 -0.4919 -1.3273e0 2.0567e0 6.3548e-1
47.00 -0.3024 -9.1632e-1 1.6062e0 3.5308e-1
48.00 -0.1557 -6.0857e-1 1.1860e0 1.6851e-1
49.00 -0.0341 -3.5254e-1 7.9698e-1 3.4707e-2
50.00 0.0542 -1.7176e-1 5.2386e-1 -5.2771e-2
51.00 0.1122 -5.5936e-2 3.6249e-1 -1.0616e-1
52.00 0.1470 1.4794e-2 2.7189e-1 -1.3674e-1
53.00 0.1668 5.9737e-2 2.1231e-1 -1.5362e-1
54.00 0.1768 8.8398e-2 1.7037e-1 -1.6202e-1
55.00 0.1799 1.0559e-1 1.4102e-1 -1.6466e-1
56.00 0.1789 1.1567e-1 1.1876e-1 -1.6377e-1
57.00 0.1752 1.2110e-1 1.0120e-1 -1.6071e-1
58.00 0.1700 1.2351e-1 8.6874e-2 -1.5636e-1
59.00 0.1640 1.2386e-1 7.4947e-2 -1.5125e-1
