# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.5828 -7.6335e0 5.6194e-1 -9.7220e-1
33.00 1.7287 -7.0788e0 1.6279e0 -8.2248e-1
34.00 -0.9299 -1.0188e1 3.5309e0 1.5342e0
35.00 -0.8284 -9.7949e0 8.4692e0 1.2896e0
36.00 -0.4784 -6.3248e0 3.1855e0 6.1346e-1
37.00 -0.5421 -5.3851e0 2.8812e0 7.1966e-1
38.00 -0.7238 -4.8042e0 2.9671e0 1.0622e0
39.00 -0.8585 -4.2226e0 2.8254e0 1.3596e0
40.00 -0.9633 -3.7305e0 2.8582e0 1.6203e0
41.00 -1.0660 -3.2956e0 2.6629e0 1.9037e0
42.00 -1.0372 -2.6941e0 2.0376e0 1.8212e0
43.00 -0.9815 -2.2091e0 1.6806e0 1.6685e0
44.00 -0.8735 -1.7816e0 1.4680e0 1.3954e0
45.00 -0.7184 -1.3598e0 1.1595e0 1.0510e0
46.00 -0.5432 -9.6118e-1 8.1106e-1 7.2148e-1
47.00 -0.3823 -6.4347e-1 5.4075e-1 4.6572e-1
48.00 -0.2560 -4.1766e-1 3.5115e-1 2.9176e-1
49.00 -0.1569 -2.5212e-1 2.1021e-1 1.6991e-1
50.00 -0.0846 -1.3890e-1 1.1773e-1 8.8243e-2
51.00 -0.0362 -6.8308e-2 6.7730e-2 3.6874e-2
52.00 -0.0066 -2.7256e-2 4.2971e-2 6.6286e-3
53.00 0.0106 -3.4396e-3 2.8752e-2 -1.0524e-2
54.00 0.0199 9.9253e-3 1.9990e-2 -1.9728e-2
55.00 0.0242 1.6736e-2 1.4604e-2 -2.3883e-2
56.00 0.0254 1.9735e-2 1.0966e-2 -2.5052e-2
57.00 0.0249 2.0543e-2 8.3695e-3 -2.4553e-2
58.00 0.0235 2.0150e-2 6.4360e-3 -2.3197e-2
59.00 0.0217 1.9124e-2 4.9661e-3 -2.1449e-2
