# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.1642 -9.0034e0 1.9761e0 -8.8516e-1
33.00 0.5294 -9.7874e0 4.1397e0 -4.1103e-1
34.00 -1.0307 -1.1891e1 9.7425e0 1.8030e0
35.00 -0.7767 -8.6800e0 6.6934e0 1.1742e0
36.00 -0.8892 -7.2204e0 4.3482e0 1.4332e0
37.00 -1.0920 -6.5645e0 4.4645e0 1.9803e0
38.00 -1.2212 -5.8886e0 4.2968e0 2.3914e0
39.00 -1.3819 -5.4424e0 4.7156e0 2.9824e0
40.00 -1.5045 -5.0714e0 5.2725e0 3.5019e0
41.00 -1.5664 -4.6250e0 5.1937e0 3.7894e0
42.00 -1.5538 -4.0455e0 4.4247e0 3.7295e0
43.00 -1.4366 -3.4336e0 3.9457e0 3.2062e0
44.00 -1.2266 -2.8005e0 3.5836e0 2.4096e0
45.00 -0.9946 -2.2538e0 3.3572e0 1.7036e0
46.00 -0.7671 -1.7769e0 3.0497e0 1.1535e0
47.00 -0.5346 -1.2380e0 2.1268e0 7.0684e-1
48.00 -0.3386 -8.0122e-1 1.3633e0 4.0298e-1
49.00 -0.1860 -4.7902e-1 7.9805e-1 2.0439e-1
50.00 -0.0778 -2.6990e-1 4.7928e-1 8.0924e-2
51.00 -0.0056 -1.3938e-1 3.0994e-1 5.5853e-3
52.00 0.0399 -5.9174e-2 2.1632e-1 -3.9075e-2
53.00 0.0682 -7.8545e-3 1.5809e-1 -6.5939e-2
54.00 0.0847 2.4287e-2 1.2125e-1 -8.1252e-2
55.00 0.0935 4.4373e-2 9.6281e-2 -8.9284e-2
56.00 0.0972 5.6604e-2 7.8440e-2 -9.2632e-2
57.00 0.0977 6.3842e-2 6.4946e-2 -9.3097e-2
58.00 0.0963 6.7850e-2 5.4302e-2 -9.1798e-2
59.00 0.0937 6.9699e-2 4.5692e-2 -8.9414e-2
