# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.1697 -9.1799e0 2.1056e0 -8.8579e-1
33.00 0.4949 -1.0071e1 4.2973e0 -3.9036e-1
34.00 -1.1751 -1.2528e1 9.6993e0 2.2384e0
35.00 -0.8235 -9.1082e0 7.3060e0 1.2784e0
36.00 -0.8942 -7.5025e0 4.6635e0 1.4454e0
37.00 -1.0986 -6.8725e0 4.8569e0 1.9999e0
38.00 -1.2599 -6.2973e0 4.8525e0 2.5252e0
39.00 -1.4495 -5.9493e0 5.5503e0 3.2609e0
40.00 -1.5834 -5.6017e0 6.1037e0 3.8717e0
41.00 -1.6610 -5.2075e0 6.1394e0 4.2647e0
42.00 -1.6458 -4.5923e0 5.1980e0 4.1853e0
43.00 -1.5092 -3.9369e0 4.7356e0 3.5232e0
44.00 -1.2716 -3.2711e0 4.5242e0 2.5666e0
45.00 -1.0155 -2.7031e0 4.4868e0 1.7606e0
46.00 -0.7682 -2.2095e0 4.3301e0 1.1559e0
47.00 -0.4997 -1.5625e0 3.1895e0 6.4816e-1
48.00 -0.2683 -1.0129e0 2.1657e0 3.0777e-1
49.00 -0.0859 -5.9211e-1 1.3443e0 8.9685e-2
50.00 0.0438 -3.1491e-1 8.6140e-1 -4.2857e-2
51.00 0.1314 -1.3801e-1 5.9530e-1 -1.2316e-1
52.00 0.1876 -2.5715e-2 4.4241e-1 -1.7103e-1
53.00 0.2236 4.9307e-2 3.4444e-1 -2.0040e-1
54.00 0.2455 9.8993e-2 2.8013e-1 -2.1767e-1
55.00 0.2577 1.3234e-1 2.3484e-1 -2.2719e-1
56.00 0.2634 1.5463e-1 2.0127e-1 -2.3156e-1
57.00 0.2648 1.6958e-1 1.7496e-1 -2.3261e-1
58.00 0.2633 1.7950e-1 1.5348e-1 -2.3147e-1
59.00 0.2599 1.8583e-1 1.3549e-1 -2.2885e-1
