# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 5.5878 -4.9125e0 1.9945e0 -9.9626e-1
26.00 3.2401 -5.8434e0 5.9941e0 -9.6084e-1
27.00 2.4870 -3.9810e0 3.2461e0 -9.1684e-1
28.00 1.8062 -3.3582e0 3.2473e0 -8.3573e-1
29.00 1.3755 -2.9277e0 3.6816e0 -7.4728e-1
30.00 1.0711 -2.5046e0 3.5146e0 -6.5738e-1
31.00 0.9022 -2.0852e0 3.4595e0 -5.9431e-1
32.00 0.7813 -1.7921e0 3.4511e0 -5.4219e-1
33.00 0.7122 -1.5569e0 3.5240e0 -5.0944e-1
34.00 0.6895 -1.2555e0 3.2645e0 -4.9818e-1
35.00 0.6840 -9.7918e-1 2.9502e0 -4.9539e-1
36.00 0.6841 -7.2261e-1 2.6037e0 -4.9547e-1
37.00 0.6869 -5.2015e-1 2.4846e0 -4.9687e-1
38.00 0.7110 -2.8032e-1 2.1828e0 -5.0885e-1
39.00 0.7510 -2.5003e-2 1.7903e0 -5.2812e-1
40.00 0.7994 2.1087e-1 1.4312e0 -5.5041e-1
41.00 0.8413 4.0802e-1 1.0966e0 -5.6885e-1
42.00 0.8688 5.4994e-1 8.3740e-1 -5.8055e-1
43.00 0.8803 6.5827e-1 5.8319e-1 -5.8536e-1
44.00 0.8728 7.1769e-1 4.0829e-1 -5.8221e-1
45.00 0.8530 7.4920e-1 2.6671e-1 -5.7385e-1
46.00 0.8275 7.6465e-1 1.4812e-1 -5.6286e-1
47.00 0.7959 7.5911e-1 7.7915e-2 -5.4882e-1
48.00 0.7587 7.3509e-1 4.6536e-2 -5.3174e-1
49.00 0.7174 7.0019e-1 3.3006e-2 -5.1197e-1
50.00 0.6743 6.6039e-1 2.6452e-2 -4.9048e-1
51.00 0.6313 6.1963e-1 2.2347e-2 -4.6813e-1
52.00 0.5897 5.7960e-1 1.9200e-2 -4.4548e-1
53.00 0.5499 5.4120e-1 1.6567e-2 -4.2297e-1
54.00 0.5123 5.0481e-1 1.4291e-2 -4.0086e-1
55.00 0.4769 4.7054e-1 1.2314e-2 -3.7932e-1
56.00 0.4439 4.3841e-1 1.0597e-2 -3.5847e-1
57.00 0.4131 4.0838e-1 9.1122e-3 -3.3839e-1
58.00 0.3844 3.8034e-1 7.8305e-3 -3.1912e-1
59.00 0.3577 3.5420e-1 6.7268e-3 -3.0069e-1
60.00 0.3328 3.2984e-1 5.7777e-3 -2.8309e-1
61.00 0.3097 3.0717e-1 4.9626e-3 -2.6634e-1
62.00 0.2882 2.8606e-1 4.2631e-3 -2.5042e-1
63.00 0.2683 2.6642e-1 3.6629e-3 -2.3531e-1
64.00 0.2497 2.4814e-1 3.1481e-3 -2.2100e-1
65.00 0.2325 2.3114e-1 2.7066e-3 -2.0747e-1
66.00 0.2165 2.1533e-1 2.3278e-3 -1.9468e-1
67.00 0.2016 2.0061e-1 2.0028e-3 -1.8260e-1
68.00 0.1878 1.8693e-1 1.7238e-3 -1.7122e-1
69.00 0.1749 1.7419e-1 1.4842e-3 -1.6049e-1
70.00 0.1630 1.6234e-1 1.2785e-3 -1.5040e-1
71.00 0.1519 1.5132e-1 1.1017e-3 -1.4090e-1
72.00 0.1415 1.4106e-1 9.4980e-4 -1.3198e-1
73.00 0.1319 1.3151e-1 8.1915e-4 -1.2359e-1
74.00 0.1230 1.2262e-1 7.0676e-4 -1.1572e-1
75.00 0.1147 1.1435e-1 6.1004e-4 -1.0833e-1
76.00 0.1069 1.0665e-1 5.2678e-4 -1.0140e-1
77.00 0.0997 9.9484e-2 4.5506e-4 -9.4903e-2
78.00 0.0930 9.2808e-2 3.9327e-4 -8.8812e-2
79.00 0.0868 8.6591e-2 3.4000e-4 -8.3105e-2
80.00 0.0809 8.0801e-2 2.9406e-4 -7.7759e-2
81.00 0.0755 7.5406e-2 2.5443e-4 -7.2752e-2
82.00 0.0705 7.0381e-2 2.2022e-4 -6.8064e-2
83.00 0.0658 6.5698e-2 1.9069e-4 -6.3676e-2
84.00 0.0614 6.1335e-2 1.6517e-4 -5.9570e-2
85.00 0.0573 5.7268e-2 1.4313e-4 -5.5726e-2
86.00 0.0535 5.3476e-2 1.2407e-4 -5.2131e-2
87.00 0.0500 4.9942e-2 1.0758e-4 -4.8767e-2
88.00 0.0467 4.6646e-2 9.3324e-5 -4.5620e-2
89.00 0.0436 4.3573e-2 8.0981e-5 -4.2676e-2
90.00 0.0407 4.0707e-2 7.0294e-5 -3.9923e-2
91.00 0.0381 3.8034e-2 6.1038e-5 -3.7349e-2
92.00 0.0356 3.5539e-2 5.3018e-5 -3.4941e-2
93.00 0.0332 3.3212e-2 4.6066e-5 -3.2689e-2
94.00 0.0311 3.1041e-2 4.0038e-5 -3.0584e-2
95.00 0.0290 2.9015e-2 3.4810e-5 -2.8615e-2
96.00 0.0271 2.7123e-2 3.0273e-5 -2.6773e-2
97.00 0.0254 2.5358e-2 2.6336e-5 -2.5052e-2
98.00 0.0237 2.3709e-2 2.2917e-5 -2.3442e-2
99.00 0.0222 2.2170e-2 1.9947e-5 -2.1936e-2
