# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 5.6640 -4.4234e0 2.7753e-1 -9.9653e-1
26.00 3.8524 -4.2492e0 2.1911e0 -9.7877e-1
27.00 2.3096 -3.6755e0 1.8580e0 -9.0070e-1
28.00 1.4269 -3.9685e0 4.1120e0 -7.5995e-1
29.00 1.0760 -3.1189e0 3.1584e0 -6.5905e-1
30.00 0.8208 -2.6211e0 3.0628e0 -5.5991e-1
31.00 0.5768 -2.3367e0 3.2456e0 -4.3831e-1
32.00 0.5044 -1.9257e0 3.0032e0 -3.9611e-1
33.00 0.4449 -1.6377e0 2.9010e0 -3.5908e-1
34.00 0.4095 -1.4441e0 3.1149e0 -3.3601e-1
35.00 0.4268 -1.0982e0 2.4673e0 -3.4741e-1
36.00 0.4026 -9.4346e-1 2.4981e0 -3.3142e-1
37.00 0.4214 -6.9986e-1 2.2649e0 -3.4390e-1
38.00 0.4419 -4.5547e-1 1.9054e0 -3.5719e-1
39.00 0.4781 -2.3755e-1 1.6609e0 -3.8001e-1
40.00 0.5150 -7.6048e-2 1.6460e0 -4.0251e-1
41.00 0.5710 1.7001e-1 1.0265e0 -4.3502e-1
42.00 0.6117 3.3923e-1 6.8297e-1 -4.5759e-1
43.00 0.6245 4.2871e-1 5.0532e-1 -4.6446e-1
44.00 0.6215 4.8645e-1 3.4631e-1 -4.6288e-1
45.00 0.6119 5.2991e-1 1.9755e-1 -4.5769e-1
46.00 0.5928 5.4151e-1 1.2009e-1 -4.4725e-1
47.00 0.5698 5.4110e-1 6.1441e-2 -4.3437e-1
48.00 0.5415 5.2430e-1 3.4287e-2 -4.1814e-1
49.00 0.5100 4.9817e-1 2.2750e-2 -3.9948e-1
50.00 0.4765 4.6739e-1 1.7514e-2 -3.7907e-1
51.00 0.4431 4.3554e-1 1.4461e-2 -3.5794e-1
52.00 0.4106 4.0424e-1 1.2210e-2 -3.3674e-1
53.00 0.3797 3.7433e-1 1.0371e-2 -3.1595e-1
54.00 0.3507 3.4616e-1 8.8049e-3 -2.9582e-1
55.00 0.3237 3.1983e-1 7.4612e-3 -2.7652e-1
56.00 0.2986 2.9534e-1 6.3115e-3 -2.5814e-1
57.00 0.2754 2.7264e-1 5.3317e-3 -2.4072e-1
58.00 0.2539 2.5163e-1 4.4998e-3 -2.2426e-1
59.00 0.2342 2.3222e-1 3.7955e-3 -2.0877e-1
60.00 0.2159 2.1430e-1 3.2007e-3 -1.9421e-1
61.00 0.1991 1.9776e-1 2.6989e-3 -1.8056e-1
62.00 0.1837 1.8251e-1 2.2760e-3 -1.6778e-1
63.00 0.1694 1.6844e-1 1.9198e-3 -1.5584e-1
64.00 0.1563 1.5547e-1 1.6199e-3 -1.4469e-1
65.00 0.1442 1.4351e-1 1.3673e-3 -1.3429e-1
66.00 0.1331 1.3249e-1 1.1546e-3 -1.2460e-1
67.00 0.1228 1.2233e-1 9.7534e-4 -1.1558e-1
68.00 0.1134 1.1296e-1 8.2429e-4 -1.0718e-1
69.00 0.1047 1.0432e-1 6.9694e-4 -9.9378e-2
70.00 0.0966 9.6350e-2 5.8953e-4 -9.2124e-2
71.00 0.0893 8.9003e-2 4.9889e-4 -8.5387e-2
72.00 0.0824 8.2227e-2 4.2237e-4 -7.9133e-2
73.00 0.0762 7.5976e-2 3.5775e-4 -7.3328e-2
74.00 0.0704 7.0210e-2 3.0315e-4 -6.7944e-2
75.00 0.0650 6.4890e-2 2.5700e-4 -6.2950e-2
76.00 0.0601 5.9981e-2 2.1797e-4 -5.8321e-2
77.00 0.0555 5.5450e-2 1.8495e-4 -5.4029e-2
78.00 0.0513 5.1269e-2 1.5699e-4 -5.0052e-2
79.00 0.0475 4.7409e-2 1.3332e-4 -4.6367e-2
80.00 0.0439 4.3845e-2 1.1327e-4 -4.2953e-2
81.00 0.0406 4.0555e-2 9.6267e-5 -3.9790e-2
82.00 0.0376 3.7516e-2 8.1852e-5 -3.6861e-2
83.00 0.0347 3.4709e-2 6.9624e-5 -3.4148e-2
84.00 0.0321 3.2116e-2 5.9245e-5 -3.1635e-2
85.00 0.0297 2.9721e-2 5.0433e-5 -2.9308e-2
86.00 0.0275 2.7508e-2 4.2948e-5 -2.7154e-2
87.00 0.0255 2.5462e-2 3.6587e-5 -2.5158e-2
88.00 0.0236 2.3571e-2 3.1179e-5 -2.3311e-2
89.00 0.0218 2.1824e-2 2.6581e-5 -2.1600e-2
90.00 0.0202 2.0208e-2 2.2668e-5 -2.0016e-2
91.00 0.0187 1.8714e-2 1.9338e-5 -1.8549e-2
92.00 0.0173 1.7332e-2 1.6502e-5 -1.7191e-2
93.00 0.0161 1.6054e-2 1.4087e-5 -1.5933e-2
94.00 0.0149 1.4872e-2 1.2030e-5 -1.4768e-2
95.00 0.0138 1.3778e-2 1.0276e-5 -1.3689e-2
96.00 0.0128 1.2766e-2 8.7802e-6 -1.2689e-2
97.00 0.0118 1.1830e-2 7.5046e-6 -1.1764e-2
98.00 0.0110 1.0963e-2 6.4163e-6 -1.0907e-2
99.00 0.0102 1.0161e-2 5.4873e-6 -1.0112e-2
