# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 3.9019 -6.5696e0 2.0039e0 -9.7980e-1
26.00 1.7716 -7.0514e0 5.3672e0 -8.2993e-1
27.00 0.9998 -5.4010e0 3.1575e0 -6.3204e-1
28.00 0.3671 -4.7203e0 3.0872e0 -3.0728e-1
29.00 -0.0161 -4.2482e0 3.6003e0 1.6256e-2
30.00 -0.2724 -3.7641e0 3.3418e0 3.1312e-1
31.00 -0.4034 -3.3277e0 3.4068e0 4.9696e-1
32.00 -0.4726 -2.9745e0 3.3569e0 6.0416e-1
33.00 -0.4830 -2.6515e0 3.2649e0 6.2085e-1
34.00 -0.4530 -2.3045e0 3.0677e0 5.7298e-1
35.00 -0.4040 -1.9727e0 2.7543e0 4.9781e-1
36.00 -0.3508 -1.6665e0 2.4237e0 4.2022e-1
37.00 -0.2993 -1.4192e0 2.2999e0 3.4886e-1
38.00 -0.2299 -1.1361e0 1.9814e0 2.5845e-1
39.00 -0.1486 -8.4954e-1 1.6147e0 1.6026e-1
40.00 -0.0610 -5.8331e-1 1.2682e0 6.2864e-2
41.00 0.0194 -3.5591e-1 9.4699e-1 -1.9249e-2
42.00 0.0852 -1.8346e-1 7.0407e-1 -8.1717e-2
43.00 0.1343 -4.6347e-2 4.7474e-1 -1.2565e-1
44.00 0.1638 4.3070e-2 3.2073e-1 -1.5112e-1
45.00 0.1802 1.0407e-1 2.0078e-1 -1.6491e-1
46.00 0.1897 1.4822e-1 1.0287e-1 -1.7277e-1
47.00 0.1920 1.7229e-1 4.4973e-2 -1.7470e-1
48.00 0.1881 1.7895e-1 1.9258e-2 -1.7149e-1
49.00 0.1790 1.7449e-1 9.1601e-3 -1.6392e-1
50.00 0.1669 1.6411e-1 5.4412e-3 -1.5370e-1
51.00 0.1535 1.5153e-1 3.8595e-3 -1.4230e-1
52.00 0.1399 1.3837e-1 3.0009e-3 -1.3056e-1
53.00 0.1268 1.2556e-1 2.4136e-3 -1.1909e-1
54.00 0.1145 1.1349e-1 1.9542e-3 -1.0818e-1
55.00 0.1031 1.0233e-1 1.5797e-3 -9.7994e-2
56.00 0.0928 9.2115e-2 1.2723e-3 -8.8590e-2
57.00 0.0834 8.2835e-2 1.0213e-3 -7.9974e-2
58.00 0.0749 7.4440e-2 8.1753e-4 -7.2122e-2
59.00 0.0672 6.6869e-2 6.5318e-4 -6.4992e-2
60.00 0.0603 6.0053e-2 5.2123e-4 -5.8534e-2
61.00 0.0541 5.3926e-2 4.1564e-4 -5.2696e-2
62.00 0.0486 4.8421e-2 3.3134e-4 -4.7427e-2
63.00 0.0436 4.3479e-2 2.6416e-4 -4.2675e-2
64.00 0.0391 3.9044e-2 2.1065e-4 -3.8393e-2
65.00 0.0351 3.5063e-2 1.6804e-4 -3.4538e-2
66.00 0.0316 3.1492e-2 1.3412e-4 -3.1066e-2
67.00 0.0283 2.8287e-2 1.0710e-4 -2.7943e-2
68.00 0.0255 2.5411e-2 8.5569e-5 -2.5133e-2
69.00 0.0229 2.2831e-2 6.8402e-5 -2.2606e-2
70.00 0.0205 2.0515e-2 5.4709e-5 -2.0333e-2
71.00 0.0185 1.8436e-2 4.3780e-5 -1.8289e-2
72.00 0.0166 1.6570e-2 3.5053e-5 -1.6451e-2
73.00 0.0149 1.4896e-2 2.8080e-5 -1.4799e-2
74.00 0.0134 1.3392e-2 2.2507e-5 -1.3314e-2
75.00 0.0121 1.2042e-2 1.8049e-5 -1.1978e-2
76.00 0.0108 1.0829e-2 1.4481e-5 -1.0778e-2
77.00 0.0097 9.7401e-3 1.1624e-5 -9.6986e-3
78.00 0.0088 8.7618e-3 9.3358e-6 -8.7281e-3
79.00 0.0079 7.8828e-3 7.5015e-6 -7.8555e-3
80.00 0.0071 7.0930e-3 6.0304e-6 -7.0709e-3
81.00 0.0064 6.3832e-3 4.8501e-6 -6.3653e-3
82.00 0.0057 5.7452e-3 3.9026e-6 -5.7307e-3
83.00 0.0052 5.1716e-3 3.1415e-6 -5.1599e-3
84.00 0.0047 4.6560e-3 2.5300e-6 -4.6464e-3
85.00 0.0042 4.1923e-3 2.0384e-6 -4.1845e-3
86.00 0.0038 3.7752e-3 1.6430e-6 -3.7689e-3
87.00 0.0034 3.4001e-3 1.3248e-6 -3.3950e-3
88.00 0.0031 3.0626e-3 1.0687e-6 -3.0585e-3
89.00 0.0028 2.7590e-3 8.6242e-7 -2.7556e-3
90.00 0.0025 2.4857e-3 6.9622e-7 -2.4830e-3
91.00 0.0022 2.2398e-3 5.6225e-7 -2.2376e-3
92.00 0.0020 2.0185e-3 4.5423e-7 -2.0166e-3
93.00 0.0018 1.8192e-3 3.6709e-7 -1.8177e-3
94.00 0.0016 1.6398e-3 2.9677e-7 -1.6386e-3
95.00 0.0015 1.4782e-3 2.4000e-7 -1.4772e-3
96.00 0.0013 1.3327e-3 1.9415e-7 -1.3319e-3
97.00 0.0012 1.2017e-3 1.5711e-7 -1.2010e-3
98.00 0.0011 1.0836e-3 1.2718e-7 -1.0831e-3
99.00 0.0010 9.7725e-4 1.0298e-7 -9.7682e-4
