# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 4.9203 -5.1628e0 2.7391e-1 -9.9270e-1
26.00 3.1559 -4.9499e0 2.2566e0 -9.5740e-1
27.00 1.6500 -4.3327e0 1.9121e0 -8.0795e-1
28.00 0.8006 -4.5602e0 4.0505e0 -5.5094e-1
29.00 0.4724 -3.6873e0 3.0720e0 -3.7649e-1
30.00 0.2435 -3.1605e0 2.9979e0 -2.1616e-1
31.00 0.0143 -2.8701e0 3.1885e0 -1.4193e-2
32.00 -0.0362 -2.4435e0 2.9909e0 3.6883e-2
33.00 -0.0735 -2.1381e0 2.9083e0 7.6315e-2
34.00 -0.0784 -1.8877e0 2.9770e0 8.1525e-2
35.00 -0.0409 -1.5366e0 2.4210e0 4.1790e-2
36.00 -0.0406 -1.3551e0 2.4356e0 4.1433e-2
37.00 0.0009 -1.0889e0 2.1971e0 -8.5216e-4
38.00 0.0412 -8.2822e-1 1.8475e0 -4.0397e-2
39.00 0.0960 -5.9489e-1 1.6087e0 -9.1552e-2
40.00 0.1513 -4.1641e-1 1.5875e0 -1.4037e-1
41.00 0.2250 -1.5477e-1 9.7052e-1 -2.0148e-1
42.00 0.2826 2.6841e-2 6.4278e-1 -2.4617e-1
43.00 0.3125 1.3141e-1 4.6941e-1 -2.6841e-1
44.00 0.3262 2.0355e-1 3.1714e-1 -2.7835e-1
45.00 0.3325 2.6051e-1 1.7560e-1 -2.8285e-1
46.00 0.3287 2.8554e-1 1.0371e-1 -2.8016e-1
47.00 0.3205 2.9849e-1 4.8789e-2 -2.7421e-1
48.00 0.3066 2.9513e-1 2.3472e-2 -2.6404e-1
49.00 0.2889 2.8219e-1 1.3114e-2 -2.5088e-1
50.00 0.2686 2.6399e-1 8.9954e-3 -2.3558e-1
51.00 0.2477 2.4412e-1 6.9801e-3 -2.1942e-1
52.00 0.2271 2.2421e-1 5.6810e-3 -2.0319e-1
53.00 0.2075 2.0512e-1 4.6953e-3 -1.8741e-1
54.00 0.1892 1.8720e-1 3.8843e-3 -1.7237e-1
55.00 0.1722 1.7059e-1 3.2055e-3 -1.5821e-1
56.00 0.1566 1.5530e-1 2.6379e-3 -1.4499e-1
57.00 0.1424 1.4129e-1 2.1656e-3 -1.3273e-1
58.00 0.1294 1.2850e-1 1.7748e-3 -1.2139e-1
59.00 0.1176 1.1685e-1 1.4529e-3 -1.1094e-1
60.00 0.1068 1.0623e-1 1.1885e-3 -1.0133e-1
61.00 0.0971 9.6583e-2 9.7201e-4 -9.2513e-2
62.00 0.0882 8.7809e-2 7.9490e-4 -8.4433e-2
63.00 0.0802 7.9837e-2 6.5018e-4 -7.7037e-2
64.00 0.0729 7.2594e-2 5.3198e-4 -7.0271e-2
65.00 0.0662 6.6014e-2 4.3545e-4 -6.4088e-2
66.00 0.0602 6.0037e-2 3.5659e-4 -5.8440e-2
67.00 0.0548 5.4607e-2 2.9216e-4 -5.3282e-2
68.00 0.0498 4.9674e-2 2.3948e-4 -4.8575e-2
69.00 0.0453 4.5193e-2 1.9640e-4 -4.4281e-2
70.00 0.0412 4.1121e-2 1.6115e-4 -4.0365e-2
71.00 0.0375 3.7421e-2 1.3229e-4 -3.6794e-2
72.00 0.0341 3.4059e-2 1.0866e-4 -3.3538e-2
73.00 0.0310 3.1003e-2 8.9290e-5 -3.0570e-2
74.00 0.0283 2.8225e-2 7.3410e-5 -2.7866e-2
75.00 0.0257 2.5699e-2 6.0384e-5 -2.5401e-2
76.00 0.0234 2.3403e-2 4.9693e-5 -2.3156e-2
77.00 0.0213 2.1315e-2 4.0914e-5 -2.1109e-2
78.00 0.0194 1.9416e-2 3.3702e-5 -1.9245e-2
79.00 0.0177 1.7688e-2 2.7773e-5 -1.7546e-2
80.00 0.0161 1.6117e-2 2.2898e-5 -1.5999e-2
81.00 0.0147 1.4687e-2 1.8887e-5 -1.4589e-2
82.00 0.0134 1.3385e-2 1.5586e-5 -1.3304e-2
83.00 0.0122 1.2201e-2 1.2867e-5 -1.2133e-2
84.00 0.0111 1.1123e-2 1.0626e-5 -1.1066e-2
85.00 0.0101 1.0141e-2 8.7798e-6 -1.0094e-2
86.00 0.0093 9.2471e-3 7.2570e-6 -9.2080e-3
87.00 0.0084 8.4331e-3 6.0006e-6 -8.4006e-3
88.00 0.0077 7.6917e-3 4.9637e-6 -7.6646e-3
89.00 0.0070 7.0163e-3 4.1075e-6 -6.9937e-3
90.00 0.0064 6.4009e-3 3.4002e-6 -6.3822e-3
91.00 0.0058 5.8402e-3 2.8157e-6 -5.8246e-3
92.00 0.0053 5.3293e-3 2.3325e-6 -5.3163e-3
93.00 0.0049 4.8636e-3 1.9329e-6 -4.8527e-3
94.00 0.0044 4.4390e-3 1.6022e-6 -4.4300e-3
95.00 0.0041 4.0520e-3 1.3286e-6 -4.0445e-3
96.00 0.0037 3.6991e-3 1.1021e-6 -3.6928e-3
97.00 0.0034 3.3773e-3 9.1443e-7 -3.3720e-3
98.00 0.0031 3.0838e-3 7.5898e-7 -3.0794e-3
99.00 0.0028 2.8161e-3 6.3014e-7 -2.8124e-3
