# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 0.5220 -1.1991e1 2.0249e0 -4.0666e-1
33.00 0.0444 -1.0625e1 3.3359e0 -4.3393e-2
34.00 -0.8497 -1.0398e1 3.6932e0 1.3390e0
35.00 -1.5565 -1.1336e1 9.1286e0 3.7424e0
36.00 -1.1767 -8.3378e0 4.4021e0 2.2435e0
37.00 -1.1722 -7.8675e0 8.4383e0 2.2292e0
38.00 -1.1857 -6.7649e0 6.1567e0 2.2731e0
39.00 -1.4198 -6.6306e0 7.8648e0 3.1364e0
40.00 -1.5387 -5.9817e0 6.6070e0 3.6588e0
41.00 -1.5941 -5.4845e0 6.6125e0 3.9238e0
42.00 -1.5663 -4.7952e0 5.5294e0 3.7889e0
43.00 -1.4344 -4.0656e0 4.6481e0 3.1973e0
44.00 -1.2368 -3.4342e0 4.3147e0 2.4444e0
45.00 -0.9901 -2.8160e0 3.9992e0 1.6914e0
46.00 -0.7475 -2.2929e0 3.7760e0 1.1118e0
47.00 -0.5061 -1.7528e0 3.2311e0 6.5874e-1
48.00 -0.2835 -1.2245e0 2.4187e0 3.2773e-1
49.00 -0.1011 -7.8874e-1 1.6588e0 1.0642e-1
50.00 0.0328 -4.8055e-1 1.1466e0 -3.2311e-2
51.00 0.1248 -2.7533e-1 8.3825e-1 -1.1729e-1
52.00 0.1851 -1.3850e-1 6.4597e-1 -1.6895e-1
53.00 0.2240 -4.5084e-2 5.1957e-1 -2.0067e-1
54.00 0.2483 1.9959e-2 4.3139e-1 -2.1985e-1
55.00 0.2626 6.6270e-2 3.6579e-1 -2.3096e-1
56.00 0.2700 9.9521e-2 3.1496e-1 -2.3663e-1
57.00 0.2728 1.2371e-1 2.7404e-1 -2.3873e-1
58.00 0.2724 1.4145e-1 2.4015e-1 -2.3845e-1
59.00 0.2699 1.5439e-1 2.1157e-1 -2.3651e-1
