# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.3628 -1.0811e1 2.5597e0 -7.4405e-1
33.00 0.6219 -9.3028e0 2.2777e0 -4.6307e-1
34.00 -0.4092 -9.4302e0 3.6204e0 5.0556e-1
35.00 -1.0009 -9.7247e0 8.3313e0 1.7209e0
36.00 -0.8299 -7.2647e0 3.8620e0 1.2930e0
37.00 -0.9128 -6.5024e0 4.9540e0 1.4914e0
38.00 -1.0127 -5.7910e0 4.7403e0 1.7529e0
39.00 -1.1916 -5.3919e0 5.3038e0 2.2925e0
40.00 -1.3060 -4.8332e0 4.7930e0 2.6913e0
41.00 -1.3528 -4.3324e0 4.8884e0 2.8681e0
42.00 -1.3402 -3.7368e0 4.0957e0 2.8199e0
43.00 -1.2457 -3.1309e0 3.4394e0 2.4752e0
44.00 -1.0765 -2.5315e0 2.9501e0 1.9345e0
45.00 -0.8647 -1.9538e0 2.4299e0 1.3742e0
46.00 -0.6544 -1.4673e0 2.0107e0 9.2408e-1
47.00 -0.4595 -1.0351e0 1.5035e0 5.8333e-1
48.00 -0.2937 -6.7489e-1 9.8838e-1 3.4140e-1
49.00 -0.1647 -4.0853e-1 5.9912e-1 1.7909e-1
50.00 -0.0727 -2.3142e-1 3.6628e-1 7.5394e-2
51.00 -0.0118 -1.2062e-1 2.3806e-1 1.1918e-2
52.00 0.0256 -5.2709e-2 1.6462e-1 -2.5319e-2
53.00 0.0476 -1.1069e-2 1.1958e-1 -4.6524e-2
54.00 0.0595 1.4193e-2 9.0283e-2 -5.7775e-2
55.00 0.0649 2.9270e-2 6.9922e-2 -6.2828e-2
56.00 0.0661 3.7809e-2 5.5144e-2 -6.3990e-2
57.00 0.0649 4.2250e-2 4.3973e-2 -6.2856e-2
58.00 0.0623 4.4115e-2 3.5290e-2 -6.0429e-2
59.00 0.0590 4.4341e-2 2.8434e-2 -5.7308e-2
