# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 0.9018 -1.1478e1 2.3489e0 -5.9414e-1
33.00 0.3275 -9.9152e0 2.8254e0 -2.7930e-1
34.00 -0.6398 -9.8674e0 3.6282e0 8.9615e-1
35.00 -1.3034 -1.0548e1 8.9929e0 2.6817e0
36.00 -1.0292 -7.7861e0 4.2001e0 1.7989e0
37.00 -1.0686 -7.1076e0 6.4558e0 1.9114e0
38.00 -1.1384 -6.2616e0 5.4493e0 2.1218e0
39.00 -1.3466 -5.9996e0 6.5771e0 2.8445e0
40.00 -1.4669 -5.4211e0 5.7756e0 3.3357e0
41.00 -1.5199 -4.9380e0 5.8894e0 3.5720e0
42.00 -1.5009 -4.3034e0 4.9667e0 3.4856e0
43.00 -1.3877 -3.6363e0 4.1855e0 3.0055e0
44.00 -1.2029 -3.0146e0 3.7617e0 2.3296e0
45.00 -0.9714 -2.4052e0 3.3099e0 1.6417e0
46.00 -0.7430 -1.8889e0 2.9506e0 1.1021e0
47.00 -0.5234 -1.3924e0 2.3696e0 6.8780e-1
48.00 -0.3295 -9.4391e-1 1.6609e0 3.9022e-1
49.00 -0.1752 -5.9459e-1 1.0657e0 1.9148e-1
50.00 -0.0639 -3.5633e-1 6.8998e-1 6.6014e-2
51.00 0.0108 -2.0303e-1 4.7394e-1 -1.0713e-2
52.00 0.0582 -1.0500e-1 3.4463e-1 -5.6556e-2
53.00 0.0875 -4.1253e-2 2.6231e-1 -8.3747e-2
54.00 0.1045 5.6539e-4 2.0678e-1 -9.9262e-2
55.00 0.1136 2.8285e-2 1.6690e-1 -1.0737e-1
56.00 0.1173 4.6532e-2 1.3705e-1 -1.1065e-1
57.00 0.1176 5.8482e-2 1.1380e-1 -1.1091e-1
58.00 0.1157 6.6164e-2 9.5193e-2 -1.0928e-1
59.00 0.1126 7.0856e-2 8.0033e-2 -1.0648e-1
