# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.2409 -8.0180e0 6.1814e-1 -9.6087e-1
33.00 1.3928 -7.4555e0 1.6729e0 -7.5162e-1
34.00 -1.1913 -1.0466e1 3.5898e0 2.2913e0
35.00 -1.1222 -1.0062e1 8.0263e0 2.0715e0
36.00 -0.7866 -6.8056e0 3.5504e0 1.1959e0
37.00 -0.8859 -6.0398e0 3.6878e0 1.4251e0
38.00 -1.0495 -5.3982e0 3.5857e0 1.8563e0
39.00 -1.2680 -5.5612e0 7.8350e0 2.5536e0
40.00 -1.1961 -4.1665e0 3.4663e0 2.3072e0
41.00 -1.2771 -3.6856e0 3.1280e0 2.5861e0
42.00 -1.2215 -3.0465e0 2.5161e0 2.3923e0
43.00 -1.1426 -2.5230e0 2.1258e0 2.1350e0
44.00 -1.0184 -2.0949e0 2.0451e0 1.7687e0
45.00 -0.8354 -1.6184e0 1.6520e0 1.3056e0
46.00 -0.6315 -1.1578e0 1.1984e0 8.8045e-1
47.00 -0.4441 -7.7998e-1 8.0588e-1 5.5912e-1
48.00 -0.2990 -5.1570e-1 5.4580e-1 3.4855e-1
49.00 -0.1829 -3.1057e-1 3.1328e-1 2.0071e-1
50.00 -0.0988 -1.7245e-1 1.7129e-1 1.0386e-1
51.00 -0.0429 -8.7521e-2 9.8559e-2 4.3840e-2
52.00 -0.0084 -3.7970e-2 6.3262e-2 8.4587e-3
53.00 0.0120 -8.5662e-3 4.2850e-2 -1.1955e-2
54.00 0.0235 8.5233e-3 3.0219e-2 -2.3250e-2
55.00 0.0291 1.7765e-2 2.2426e-2 -2.8711e-2
56.00 0.0312 2.2384e-2 1.7115e-2 -3.0678e-2
57.00 0.0311 2.4260e-2 1.3291e-2 -3.0629e-2
58.00 0.0299 2.4552e-2 1.0412e-2 -2.9482e-2
59.00 0.0282 2.3937e-2 8.1941e-3 -2.7771e-2
