# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.8143 -8.6312e0 7.9449e-1 -9.4006e-1
33.00 1.0822 -8.2479e0 2.7279e0 -6.6116e-1
34.00 -1.3006 -1.1009e1 4.5534e0 2.6715e0
35.00 -1.4224 -1.0976e1 7.8938e0 3.1473e0
36.00 -0.8540 -7.0217e0 3.5052e0 1.3491e0
37.00 -0.9859 -6.3956e0 4.0565e0 1.6802e0
38.00 -1.2386 -6.0435e0 4.6069e0 2.4509e0
39.00 -1.4185 -5.9589e0 7.4334e0 3.1311e0
40.00 -1.3618 -4.7567e0 4.5117e0 2.9033e0
41.00 -1.4580 -4.3101e0 4.2007e0 3.2973e0
42.00 -1.3904 -3.6414e0 3.5761e0 3.0166e0
43.00 -1.2832 -3.0441e0 3.0772e0 2.6082e0
44.00 -1.1548 -2.6575e0 3.3104e0 2.1734e0
45.00 -0.9448 -2.1305e0 2.9203e0 1.5722e0
46.00 -0.7028 -1.5741e0 2.3525e0 1.0193e0
47.00 -0.4797 -1.0923e0 1.7380e0 6.1565e-1
48.00 -0.3093 -7.5046e-1 1.2840e0 3.6251e-1
49.00 -0.1652 -4.5049e-1 7.7633e-1 1.7969e-1
50.00 -0.0614 -2.4794e-1 4.6226e-1 6.3375e-2
51.00 0.0073 -1.2238e-1 2.9528e-1 -7.2700e-3
52.00 0.0501 -4.6871e-2 2.0902e-1 -4.8821e-2
53.00 0.0761 9.1948e-4 1.5516e-1 -7.3239e-2
54.00 0.0911 3.1309e-2 1.1917e-1 -8.7089e-2
55.00 0.0986 4.9770e-2 9.5267e-2 -9.3904e-2
56.00 0.1013 6.0910e-2 7.7877e-2 -9.6379e-2
57.00 0.1011 6.7333e-2 6.4621e-2 -9.6173e-2
58.00 0.0991 7.0711e-2 5.4112e-2 -9.4345e-2
59.00 0.0960 7.2062e-2 4.5580e-2 -9.1536e-2
