# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 3.3255 -7.8970e0 5.6334e-1 -9.6405e-1
33.00 1.4603 -7.3063e0 1.4666e0 -7.6783e-1
34.00 -1.1749 -1.0394e1 3.4189e0 2.2377e0
35.00 -1.0498 -9.8383e0 7.9232e0 1.8572e0
36.00 -0.7633 -6.7498e0 3.5275e0 1.1453e0
37.00 -0.8511 -5.9421e0 3.5602e0 1.3422e0
38.00 -1.0004 -5.2571e0 3.3579e0 1.7193e0
39.00 -1.2224 -5.4335e0 7.6914e0 2.3952e0
40.00 -1.1553 -4.0427e0 3.2320e0 2.1749e0
41.00 -1.2347 -3.5597e0 2.9076e0 2.4374e0
42.00 -1.1825 -2.9277e0 2.2970e0 2.2624e0
43.00 -1.1101 -2.4205e0 1.9317e0 2.0347e0
44.00 -0.9875 -1.9861e0 1.7901e0 1.6846e0
45.00 -0.8109 -1.5241e0 1.4169e0 1.2500e0
46.00 -0.6154 -1.0855e0 1.0042e0 8.5037e-1
47.00 -0.4353 -7.2841e-1 6.5928e-1 5.4548e-1
48.00 -0.2951 -4.7831e-1 4.3467e-1 3.4326e-1
49.00 -0.1840 -2.8917e-1 2.4668e-1 2.0199e-1
50.00 -0.1033 -1.6158e-1 1.3143e-1 1.0877e-1
51.00 -0.0494 -8.3028e-2 7.2861e-2 5.0659e-2
52.00 -0.0162 -3.7373e-2 4.5073e-2 1.6285e-2
53.00 0.0036 -1.0610e-2 2.9499e-2 -3.5527e-3
54.00 0.0147 4.6798e-3 2.0171e-2 -1.4558e-2
55.00 0.0202 1.2785e-2 1.4591e-2 -1.9959e-2
56.00 0.0223 1.6693e-2 1.0893e-2 -2.2017e-2
57.00 0.0224 1.8162e-2 8.2877e-3 -2.2171e-2
58.00 0.0215 1.8261e-2 6.3622e-3 -2.1304e-2
59.00 0.0201 1.7608e-2 4.9047e-3 -1.9929e-2
