# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.1966 -8.9090e0 1.8941e0 -8.8882e-1
33.00 0.5751 -9.6601e0 4.0401e0 -4.3736e-1
34.00 -0.9448 -1.1616e1 9.5639e0 1.5724e0
35.00 -0.7272 -8.5102e0 6.4114e0 1.0693e0
36.00 -0.8525 -7.1015e0 4.2240e0 1.3454e0
37.00 -1.0524 -6.4282e0 4.2893e0 1.8645e0
38.00 -1.1734 -5.7238e0 4.0652e0 2.2331e0
39.00 -1.3250 -5.2413e0 4.3683e0 2.7621e0
40.00 -1.4424 -4.8503e0 4.8767e0 3.2308e0
41.00 -1.4994 -4.3861e0 4.7628e0 3.4791e0
42.00 -1.4889 -3.8204e0 4.0535e0 3.4322e0
43.00 -1.3799 -3.2285e0 3.5814e0 2.9745e0
44.00 -1.1801 -2.6100e0 3.1758e0 2.2548e0
45.00 -0.9566 -2.0728e0 2.8917e0 1.6029e0
46.00 -0.7368 -1.6068e0 2.5536e0 1.0892e0
47.00 -0.5175 -1.1111e0 1.7484e0 6.7789e-1
48.00 -0.3339 -7.1593e-1 1.1009e0 3.9634e-1
49.00 -0.1913 -4.2759e-1 6.3367e-1 2.1076e-1
50.00 -0.0901 -2.4066e-1 3.7278e-1 9.4259e-2
51.00 -0.0226 -1.2458e-1 2.3567e-1 2.2906e-2
52.00 0.0195 -5.4012e-2 1.6100e-1 -1.9318e-2
53.00 0.0455 -9.6465e-3 1.1518e-1 -4.4514e-2
54.00 0.0605 1.7502e-2 8.6632e-2 -5.8703e-2
55.00 0.0683 3.3942e-2 6.7571e-2 -6.5993e-2
56.00 0.0714 4.3509e-2 5.4136e-2 -6.8901e-2
57.00 0.0717 4.8794e-2 4.4098e-2 -6.9162e-2
58.00 0.0703 5.1377e-2 3.6272e-2 -6.7848e-2
59.00 0.0679 5.2212e-2 3.0018e-2 -6.5607e-2
