# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.5852 -9.0461e0 7.7085e-1 -9.2462e-1
33.00 1.0138 -8.9719e0 3.4563e0 -6.3715e-1
34.00 -1.1708 -1.1488e1 4.9180e0 2.2246e0
35.00 -1.3980 -1.1431e1 7.0025e0 3.0473e0
36.00 -0.6128 -7.0350e0 3.4214e0 8.4556e-1
37.00 -0.7459 -6.4543e0 4.1936e0 1.1082e0
38.00 -1.1554 -6.5538e0 5.4095e0 2.1753e0
39.00 -1.2729 -6.0655e0 6.3271e0 2.5713e0
40.00 -1.2431 -5.1055e0 5.0516e0 2.4664e0
41.00 -1.3604 -4.7156e0 4.9533e0 2.8979e0
42.00 -1.2958 -4.0585e0 4.3932e0 2.6540e0
43.00 -1.1686 -3.4082e0 3.8329e0 2.2175e0
44.00 -1.0332 -3.0360e0 4.2084e0 1.8099e0
45.00 -0.7977 -2.4838e0 3.9753e0 1.2204e0
46.00 -0.5203 -1.8650e0 3.5154e0 6.8249e-1
47.00 -0.2622 -1.2926e0 2.8135e0 2.9980e-1
48.00 -0.0655 -8.7449e-1 2.2274e0 6.7729e-2
49.00 0.1102 -4.6870e-1 1.4635e0 -1.0435e-1
50.00 0.2380 -1.8631e-1 9.6115e-1 -2.1180e-1
51.00 0.3234 -5.6592e-3 6.7896e-1 -2.7634e-1
52.00 0.3774 1.0734e-1 5.2662e-1 -3.1436e-1
53.00 0.4110 1.8277e-1 4.2766e-1 -3.3701e-1
54.00 0.4310 2.3425e-1 3.5831e-1 -3.5013e-1
55.00 0.4411 2.6837e-1 3.0967e-1 -3.5666e-1
56.00 0.4447 2.9144e-1 2.7240e-1 -3.5896e-1
57.00 0.4439 3.0696e-1 2.4248e-1 -3.5847e-1
58.00 0.4402 3.1723e-1 2.1754e-1 -3.5611e-1
59.00 0.4346 3.2369e-1 1.9623e-1 -3.5245e-1
