# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.5513 -9.0350e0 7.9853e-1 -9.2202e-1
33.00 0.9338 -8.8756e0 3.3593e0 -6.0695e-1
34.00 -1.3051 -1.1468e1 4.9414e0 2.6881e0
35.00 -1.5116 -1.1443e1 7.2792e0 3.5339e0
36.00 -0.7734 -7.1138e0 3.4433e0 1.1671e0
37.00 -0.9087 -6.5309e0 4.1835e0 1.4811e0
38.00 -1.2680 -6.4992e0 5.2663e0 2.5536e0
39.00 -1.4029 -6.1205e0 6.6411e0 3.0670e0
40.00 -1.3691 -5.1175e0 5.0229e0 2.9320e0
41.00 -1.4817 -4.7142e0 4.8482e0 3.4004e0
42.00 -1.4127 -4.0431e0 4.2495e0 3.1069e0
43.00 -1.2880 -3.4002e0 3.6982e0 2.6254e0
44.00 -1.1556 -3.0342e0 4.0852e0 2.1760e0
45.00 -0.9267 -2.4877e0 3.8068e0 1.5260e0
46.00 -0.6570 -1.8790e0 3.3001e0 9.2909e-1
47.00 -0.4065 -1.3235e0 2.5956e0 5.0149e-1
48.00 -0.2152 -9.1979e-1 2.0211e0 2.4014e-1
49.00 -0.0462 -5.3522e-1 1.2940e0 4.7295e-2
50.00 0.0762 -2.7045e-1 8.2462e-1 -7.3386e-2
51.00 0.1578 -1.0281e-1 5.6495e-1 -1.4601e-1
52.00 0.2093 1.0125e-3 4.2618e-1 -1.8885e-1
53.00 0.2414 6.9650e-2 3.3663e-1 -2.1444e-1
54.00 0.2605 1.1589e-1 2.7455e-1 -2.2933e-1
55.00 0.2703 1.4607e-1 2.3163e-1 -2.3689e-1
56.00 0.2742 1.6612e-1 1.9922e-1 -2.3980e-1
57.00 0.2740 1.7932e-1 1.7360e-1 -2.3969e-1
58.00 0.2713 1.8784e-1 1.5255e-1 -2.3761e-1
59.00 0.2668 1.9303e-1 1.3485e-1 -2.3421e-1
