# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 10.7336 5.8969e-1 3.5602e-1 -9.9998e-1
26.00 8.7791 6.6073e-1 2.0161e0 -9.9985e-1
27.00 7.0721 1.0482e0 1.7370e0 -9.9915e-1
28.00 6.0610 5.8115e-1 4.0826e0 -9.9767e-1
29.00 5.5822 1.2435e0 3.4150e0 -9.9624e-1
30.00 5.2015 1.5919e0 3.3289e0 -9.9449e-1
31.00 4.8723 1.7891e0 3.6303e0 -9.9234e-1
32.00 4.7004 2.1334e0 3.1802e0 -9.9091e-1
33.00 4.5391 2.3422e0 2.9749e0 -9.8932e-1
34.00 4.3664 2.3056e0 3.6778e0 -9.8730e-1
35.00 4.2783 2.5850e0 2.7303e0 -9.8613e-1
36.00 4.1308 2.5952e0 2.8561e0 -9.8393e-1
37.00 4.0375 2.7294e0 2.6001e0 -9.8236e-1
38.00 3.9566 2.8857e0 2.2112e0 -9.8087e-1
39.00 3.8976 3.0232e0 1.9308e0 -9.7971e-1
40.00 3.8446 3.1254e0 1.7656e0 -9.7861e-1
41.00 3.8001 3.2435e0 1.3898e0 -9.7763e-1
42.00 3.7516 3.3444e0 9.7226e-1 -9.7652e-1
43.00 3.6710 3.3450e0 8.0684e-1 -9.7455e-1
44.00 3.5783 3.3262e0 6.0658e-1 -9.7208e-1
45.00 3.4823 3.2988e0 4.1007e-1 -9.6926e-1
46.00 3.3782 3.2384e0 2.9439e-1 -9.6589e-1
47.00 3.2715 3.1655e0 2.0506e-1 -9.6205e-1
48.00 3.1603 3.0737e0 1.6028e-1 -9.5759e-1
49.00 3.0468 2.9715e0 1.3776e-1 -9.5249e-1
50.00 2.9332 2.8657e0 1.2342e-1 -9.4677e-1
51.00 2.8216 2.7603e0 1.1219e-1 -9.4049e-1
52.00 2.7129 2.6572e0 1.0244e-1 -9.3366e-1
53.00 2.6080 2.5572e0 9.3680e-2 -9.2632e-1
54.00 2.5069 2.4607e0 8.5716e-2 -9.1848e-1
55.00 2.4099 2.3677e0 7.8448e-2 -9.1018e-1
56.00 2.3169 2.2784e0 7.1810e-2 -9.0142e-1
57.00 2.2277 2.1926e0 6.5747e-2 -8.9222e-1
58.00 2.1423 2.1103e0 6.0211e-2 -8.8261e-1
59.00 2.0605 2.0313e0 5.5156e-2 -8.7261e-1
60.00 1.9821 1.9554e0 5.0540e-2 -8.6223e-1
61.00 1.9071 1.8827e0 4.6327e-2 -8.5149e-1
62.00 1.8352 1.8129e0 4.2480e-2 -8.4043e-1
63.00 1.7664 1.7460e0 3.8968e-2 -8.2905e-1
64.00 1.7005 1.6818e0 3.5760e-2 -8.1740e-1
65.00 1.6372 1.6201e0 3.2830e-2 -8.0549e-1
66.00 1.5767 1.5610e0 3.0152e-2 -7.9334e-1
67.00 1.5186 1.5042e0 2.7704e-2 -7.8098e-1
68.00 1.4629 1.4497e0 2.5466e-2 -7.6844e-1
69.00 1.4095 1.3974e0 2.3418e-2 -7.5574e-1
70.00 1.3583 1.3472e0 2.1544e-2 -7.4290e-1
71.00 1.3091 1.2989e0 1.9829e-2 -7.2994e-1
72.00 1.2619 1.2526e0 1.8258e-2 -7.1690e-1
73.00 1.2167 1.2080e0 1.6818e-2 -7.0378e-1
74.00 1.1732 1.1652e0 1.5498e-2 -6.9062e-1
75.00 1.1314 1.1241e0 1.4288e-2 -6.7743e-1
76.00 1.0913 1.0846e0 1.3177e-2 -6.6423e-1
77.00 1.0528 1.0466e0 1.2158e-2 -6.5105e-1
78.00 1.0158 1.0101e0 1.1222e-2 -6.3789e-1
79.00 0.9802 9.7494e-1 1.0363e-2 -6.2477e-1
80.00 0.9460 9.4115e-1 9.5725e-3 -6.1172e-1
81.00 0.9131 9.0864e-1 8.8460e-3 -5.9874e-1
82.00 0.8815 8.7737e-1 8.1778e-3 -5.8585e-1
83.00 0.8511 8.4727e-1 7.5629e-3 -5.7306e-1
84.00 0.8219 8.1831e-1 6.9968e-3 -5.6039e-1
85.00 0.7937 7.9042e-1 6.4754e-3 -5.4783e-1
86.00 0.7666 7.6358e-1 5.9951e-3 -5.3542e-1
87.00 0.7405 7.3773e-1 5.5523e-3 -5.2314e-1
88.00 0.7154 7.1283e-1 5.1440e-3 -5.1102e-1
89.00 0.6913 6.8885e-1 4.7674e-3 -4.9906e-1
90.00 0.6680 6.6575e-1 4.4198e-3 -4.8726e-1
91.00 0.6456 6.4349e-1 4.0990e-3 -4.7563e-1
92.00 0.6240 6.2204e-1 3.8026e-3 -4.6418e-1
93.00 0.6032 6.0137e-1 3.5288e-3 -4.5292e-1
94.00 0.5831 5.8144e-1 3.2758e-3 -4.4183e-1
95.00 0.5638 5.6223e-1 3.0418e-3 -4.3094e-1
96.00 0.5451 5.4371e-1 2.8254e-3 -4.2024e-1
97.00 0.5272 5.2585e-1 2.6252e-3 -4.0973e-1
98.00 0.5099 5.0863e-1 2.4399e-3 -3.9942e-1
99.00 0.4932 4.9201e-1 2.2683e-3 -3.8930e-1
