# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 0.5305 -1.2011e1 1.9033e0 -4.1168e-1
33.00 0.0615 -1.0759e1 3.4224e0 -5.9624e-2
34.00 -0.8053 -1.0464e1 3.6521e0 1.2373e0
35.00 -1.5225 -1.1468e1 9.0318e0 3.5835e0
36.00 -1.1107 -8.4160e0 4.3858e0 2.0364e0
37.00 -1.0953 -8.0564e0 9.1259e0 1.9900e0
38.00 -1.0861 -6.8501e0 6.3743e0 1.9627e0
39.00 -1.3263 -6.7457e0 8.2488e0 2.7671e0
40.00 -1.4402 -6.0511e0 6.8040e0 3.2216e0
41.00 -1.4940 -5.5389e0 6.7579e0 3.4548e0
42.00 -1.4618 -4.8226e0 5.5954e0 3.3137e0
43.00 -1.3249 -4.0729e0 4.6806e0 2.7617e0
44.00 -1.1241 -3.4396e0 4.3704e0 2.0774e0
45.00 -0.8738 -2.8214e0 4.0910e0 1.3961e0
46.00 -0.6283 -2.3001e0 3.9099e0 8.7444e-1
47.00 -0.3825 -1.7560e0 3.4012e0 4.6592e-1
48.00 -0.1535 -1.2137e0 2.5967e0 1.6593e-1
49.00 0.0356 -7.5974e-1 1.8240e0 -3.4978e-2
50.00 0.1755 -4.3452e-1 1.2928e0 -1.6094e-1
51.00 0.2720 -2.1553e-1 9.6928e-1 -2.3815e-1
52.00 0.3357 -6.7811e-2 7.6536e-1 -2.8520e-1
53.00 0.3772 3.4188e-2 6.3040e-1 -3.1419e-1
54.00 0.4032 1.0613e-1 5.3544e-1 -3.3180e-1
55.00 0.4186 1.5813e-1 4.6398e-1 -3.4206e-1
56.00 0.4267 1.9609e-1 4.0792e-1 -3.4732e-1
57.00 0.4296 2.2421e-1 3.6219e-1 -3.4924e-1
58.00 0.4291 2.4525e-1 3.2381e-1 -3.4890e-1
59.00 0.4261 2.6096e-1 2.9100e-1 -3.4696e-1
