# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.5210 -1.0355e1 2.2971e-1 -7.8150e-1
33.00 -1.3211 -1.2351e1 2.4873e0 2.7476e0
34.00 -0.7489 -9.4858e0 2.0493e0 1.1147e0
35.00 -2.6831 -1.3520e1 4.7646e0 1.3631e1
36.00 -1.2539 -8.5010e0 4.2296e0 2.5040e0
37.00 -1.1366 -7.6721e0 5.7648e0 2.1162e0
38.00 -1.0795 -6.7865e0 6.0786e0 1.9431e0
39.00 -1.0786 -5.5673e0 4.1045e0 1.9405e0
40.00 -1.2183 -5.2379e0 4.9553e0 2.3816e0
41.00 -1.4358 -5.1144e0 5.3186e0 3.2032e0
42.00 -1.3930 -4.4022e0 4.6772e0 3.0268e0
43.00 -1.3023 -3.8660e0 4.7199e0 2.6779e0
44.00 -1.1644 -3.3245e0 4.1596e0 2.2040e0
45.00 -0.9652 -2.7661e0 3.7030e0 1.6252e0
46.00 -0.7209 -2.1952e0 3.3204e0 1.0563e0
47.00 -0.4971 -1.7137e0 3.0298e0 6.4392e-1
48.00 -0.2828 -1.2052e0 2.2830e0 3.2682e-1
49.00 -0.1079 -8.0567e-1 1.6899e0 1.1391e-1
50.00 0.0275 -4.9206e-1 1.1620e0 -2.7077e-2
51.00 0.1216 -2.8060e-1 8.4273e-1 -1.1447e-1
52.00 0.1829 -1.4238e-1 6.5073e-1 -1.6714e-1
53.00 0.2227 -4.7562e-2 5.2325e-1 -1.9962e-1
54.00 0.2477 1.8837e-2 4.3342e-1 -2.1944e-1
55.00 0.2624 6.5547e-2 3.6740e-1 -2.3078e-1
56.00 0.2701 9.9242e-2 3.1601e-1 -2.3667e-1
57.00 0.2730 1.2367e-1 2.7478e-1 -2.3888e-1
58.00 0.2727 1.4153e-1 2.4071e-1 -2.3865e-1
59.00 0.2702 1.5454e-1 2.1201e-1 -2.3674e-1
