# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.6898 -1.0191e1 2.1960e-1 -8.1544e-1
33.00 -1.0987 -1.1924e1 2.6291e0 2.0003e0
34.00 -0.7441 -9.3677e0 1.9552e0 1.1045e0
35.00 -2.5004 -1.3181e1 5.3295e0 1.1187e1
36.00 -1.1806 -8.2004e0 4.1890e0 2.2563e0
37.00 -1.0893 -7.3226e0 5.3577e0 1.9723e0
38.00 -1.0635 -6.4993e0 5.8587e0 1.8964e0
39.00 -1.0920 -5.3755e0 3.9284e0 1.9801e0
40.00 -1.2280 -5.0283e0 4.7048e0 2.4145e0
41.00 -1.4380 -4.8998e0 5.1123e0 3.2124e0
42.00 -1.3960 -4.1933e0 4.4542e0 3.0389e0
43.00 -1.3141 -3.6734e0 4.4813e0 2.7213e0
44.00 -1.1779 -3.1301e0 3.8999e0 2.2476e0
45.00 -0.9839 -2.5739e0 3.3991e0 1.6750e0
46.00 -0.7486 -2.0116e0 2.9579e0 1.1141e0
47.00 -0.5342 -1.5418e0 2.6050e0 7.0613e-1
48.00 -0.3348 -1.0734e0 1.9051e0 3.9760e-1
49.00 -0.1731 -7.1078e-1 1.3562e0 1.8899e-1
50.00 -0.0503 -4.3509e-1 8.9755e-1 5.1589e-2
51.00 0.0340 -2.5300e-1 6.2774e-1 -3.3449e-2
52.00 0.0882 -1.3647e-1 4.6893e-1 -8.4408e-2
53.00 0.1226 -5.8424e-2 3.6508e-1 -1.1535e-1
54.00 0.1436 -5.3877e-3 2.9318e-1 -1.3374e-1
55.00 0.1553 3.0608e-2 2.4144e-1 -1.4381e-1
56.00 0.1609 5.5534e-2 2.0192e-1 -1.4860e-1
57.00 0.1624 7.2745e-2 1.7084e-1 -1.4991e-1
58.00 0.1613 8.4627e-2 1.4566e-1 -1.4900e-1
59.00 0.1586 9.2683e-2 1.2487e-1 -1.4663e-1
