# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 1.5967 -1.0282e1 2.2444e-1 -7.9743e-1
33.00 -1.2182 -1.2142e1 2.5739e0 2.3809e0
34.00 -0.7563 -9.4240e0 1.9875e0 1.1303e0
35.00 -2.6007 -1.3360e1 5.0584e0 1.2473e1
36.00 -1.2271 -8.3529e0 4.2236e0 2.4112e0
37.00 -1.1239 -7.4964e0 5.5648e0 2.0768e0
38.00 -1.0830 -6.6422e0 5.9761e0 1.9536e0
39.00 -1.0986 -5.4752e0 4.0182e0 1.9999e0
40.00 -1.2366 -5.1378e0 4.8338e0 2.4438e0
41.00 -1.4513 -5.0160e0 5.2264e0 3.2685e0
42.00 -1.4089 -4.3078e0 4.5822e0 3.0914e0
43.00 -1.3228 -3.7804e0 4.6188e0 2.7541e0
44.00 -1.1857 -3.2374e0 4.0441e0 2.2728e0
45.00 -0.9889 -2.6789e0 3.5610e0 1.6882e0
46.00 -0.7490 -2.1116e0 3.1469e0 1.1148e0
47.00 -0.5298 -1.6350e0 2.8206e0 6.9861e-1
48.00 -0.3230 -1.1462e0 2.0927e0 3.8127e-1
49.00 -0.1548 -7.6472e-1 1.5169e0 1.6740e-1
50.00 -0.0259 -4.7036e-1 1.0216e0 2.6231e-2
51.00 0.0631 -2.7410e-1 7.2643e-1 -6.1182e-2
52.00 0.1207 -1.4719e-1 5.5080e-1 -1.1373e-1
53.00 0.1577 -6.1169e-2 4.3506e-1 -1.4590e-1
54.00 0.1807 -1.8217e-3 3.5425e-1 -1.6530e-1
55.00 0.1938 3.9197e-2 2.9550e-1 -1.7618e-1
56.00 0.2004 6.8208e-2 2.5025e-1 -1.8163e-1
57.00 0.2027 8.8758e-2 2.1433e-1 -1.8346e-1
58.00 0.2020 1.0339e-1 1.8497e-1 -1.8292e-1
59.00 0.1994 1.1371e-1 1.6051e-1 -1.8080e-1
