# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
32.00 2.0385 -9.8503e0 2.0540e-1 -8.6977e-1
33.00 -0.6641 -1.1160e1 2.6562e0 9.4269e-1
34.00 -0.7035 -9.3249e0 2.1458e0 1.0208e0
35.00 -2.1290 -1.2512e1 6.1958e0 7.4061e0
36.00 -0.9975 -7.7064e0 3.9565e0 1.7115e0
37.00 -0.9383 -6.7798e0 4.6354e0 1.5555e0
38.00 -0.9554 -6.0430e0 5.3594e0 1.5997e0
39.00 -1.0162 -5.0395e0 3.5924e0 1.7626e0
40.00 -1.1447 -4.6503e0 4.2021e0 2.1415e0
41.00 -1.3339 -4.4735e0 4.6072e0 2.7958e0
42.00 -1.2928 -3.7672e0 3.8688e0 2.6429e0
43.00 -1.2239 -3.2697e0 3.8540e0 2.4004e0
44.00 -1.0929 -2.7323e0 3.2812e0 1.9829e0
45.00 -0.9106 -2.1954e0 2.7623e0 1.4857e0
46.00 -0.6924 -1.6614e0 2.2676e0 9.9845e-1
47.00 -0.4951 -1.2244e0 1.8753e0 6.4069e-1
48.00 -0.3196 -8.2739e-1 1.3085e0 3.7660e-1
49.00 -0.1790 -5.2872e-1 8.8271e-1 1.9605e-1
50.00 -0.0747 -3.1145e-1 5.5549e-1 7.7603e-2
51.00 -0.0043 -1.7163e-1 3.6996e-1 4.2679e-3
52.00 0.0400 -8.5157e-2 2.6484e-1 -3.9170e-2
53.00 0.0669 -2.9717e-2 1.9798e-1 -6.4713e-2
54.00 0.0824 5.8657e-3 1.5294e-1 -7.9071e-2
55.00 0.0901 2.8327e-2 1.2149e-1 -8.6145e-2
56.00 0.0929 4.2523e-2 9.8089e-2 -8.8699e-2
57.00 0.0926 5.1196e-2 8.0147e-2 -8.8417e-2
58.00 0.0904 5.6246e-2 6.5973e-2 -8.6433e-2
59.00 0.0871 5.8847e-2 5.4573e-2 -8.3438e-2
