# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 9.5249 -1.9156e0 3.7665e-1 -9.9993e-1
26.00 8.2046 -1.4142e0 2.1907e0 -9.9973e-1
27.00 6.3265 -1.2307e0 3.4851e0 -9.9821e-1
28.00 5.1814 -1.6757e0 6.7531e0 -9.9438e-1
29.00 4.9037 -3.2188e-1 5.7234e0 -9.9258e-1
30.00 4.5039 5.1826e-1 3.5309e0 -9.8893e-1
31.00 4.0788 7.6913e-1 3.2553e0 -9.8307e-1
32.00 3.7107 6.0386e-1 4.8743e0 -9.7554e-1
33.00 3.4719 6.1993e-1 5.6690e0 -9.6894e-1
34.00 3.3228 1.1203e0 3.4010e0 -9.6395e-1
35.00 3.1825 1.2773e0 3.1964e0 -9.5852e-1
36.00 3.0272 1.2976e0 3.4066e0 -9.5155e-1
37.00 2.9421 1.5454e0 2.6357e0 -9.4725e-1
38.00 2.8526 1.6876e0 2.3695e0 -9.4231e-1
39.00 2.7960 1.8621e0 1.9817e0 -9.3894e-1
40.00 2.7524 2.0213e0 1.5921e0 -9.3623e-1
41.00 2.6999 2.1051e0 1.4103e0 -9.3279e-1
42.00 2.6572 2.2086e0 1.0429e0 -9.2985e-1
43.00 2.5901 2.2340e0 8.4275e-1 -9.2499e-1
44.00 2.5099 2.2343e0 6.2860e-1 -9.1872e-1
45.00 2.4299 2.2281e0 4.2193e-1 -9.1195e-1
46.00 2.3439 2.1909e0 2.9890e-1 -9.0405e-1
47.00 2.2539 2.1358e0 2.1334e-1 -8.9501e-1
48.00 2.1606 2.0644e0 1.6702e-1 -8.8475e-1
49.00 2.0656 1.9827e0 1.4300e-1 -8.7325e-1
50.00 1.9710 1.8977e0 1.2724e-1 -8.6068e-1
51.00 1.8786 1.8131e0 1.1461e-1 -8.4720e-1
52.00 1.7896 1.7308e0 1.0367e-1 -8.3298e-1
53.00 1.7043 1.6514e0 9.3838e-2 -8.1810e-1
54.00 1.6228 1.5753e0 8.4949e-2 -8.0266e-1
55.00 1.5453 1.5025e0 7.6875e-2 -7.8675e-1
56.00 1.4715 1.4331e0 6.9546e-2 -7.7043e-1
57.00 1.4015 1.3669e0 6.2899e-2 -7.5376e-1
58.00 1.3349 1.3039e0 5.6875e-2 -7.3682e-1
59.00 1.2718 1.2439e0 5.1421e-2 -7.1966e-1
60.00 1.2118 1.1867e0 4.6485e-2 -7.0233e-1
61.00 1.1548 1.1323e0 4.2022e-2 -6.8489e-1
62.00 1.1007 1.0804e0 3.7988e-2 -6.6738e-1
63.00 1.0494 1.0311e0 3.4344e-2 -6.4984e-1
64.00 1.0006 9.8412e-1 3.1053e-2 -6.3233e-1
65.00 0.9542 9.3939e-1 2.8082e-2 -6.1489e-1
66.00 0.9102 8.9679e-1 2.5399e-2 -5.9754e-1
67.00 0.8683 8.5623e-1 2.2977e-2 -5.8033e-1
68.00 0.8285 8.1760e-1 2.0790e-2 -5.6329e-1
69.00 0.7906 7.8080e-1 1.8816e-2 -5.4644e-1
70.00 0.7546 7.4575e-1 1.7033e-2 -5.2981e-1
71.00 0.7204 7.1235e-1 1.5424e-2 -5.1342e-1
72.00 0.6878 6.8053e-1 1.3970e-2 -4.9730e-1
73.00 0.6568 6.5021e-1 1.2657e-2 -4.8147e-1
74.00 0.6272 6.2132e-1 1.1470e-2 -4.6593e-1
75.00 0.5991 5.9378e-1 1.0398e-2 -4.5071e-1
76.00 0.5724 5.6752e-1 9.4289e-3 -4.3581e-1
77.00 0.5469 5.4249e-1 8.5527e-3 -4.2125e-1
78.00 0.5226 5.1863e-1 7.7602e-3 -4.0703e-1
79.00 0.4995 4.9587e-1 7.0433e-3 -3.9315e-1
80.00 0.4774 4.7416e-1 6.3946e-3 -3.7962e-1
81.00 0.4564 4.5345e-1 5.8075e-3 -3.6645e-1
82.00 0.4364 4.3370e-1 5.2759e-3 -3.5364e-1
83.00 0.4173 4.1486e-1 4.7944e-3 -3.4118e-1
84.00 0.3991 3.9687e-1 4.3582e-3 -3.2907e-1
85.00 0.3817 3.7971e-1 3.9629e-3 -3.1732e-1
86.00 0.3652 3.6333e-1 3.6045e-3 -3.0591e-1
87.00 0.3494 3.4769e-1 3.2796e-3 -2.9486e-1
88.00 0.3343 3.3276e-1 2.9848e-3 -2.8414e-1
89.00 0.3199 3.1850e-1 2.7173e-3 -2.7376e-1
90.00 0.3061 3.0489e-1 2.4746e-3 -2.6372e-1
91.00 0.2930 2.9188e-1 2.2541e-3 -2.5399e-1
92.00 0.2805 2.7946e-1 2.0539e-3 -2.4459e-1
93.00 0.2685 2.6759e-1 1.8720e-3 -2.3551e-1
94.00 0.2571 2.5626e-1 1.7067e-3 -2.2672e-1
95.00 0.2462 2.4542e-1 1.5564e-3 -2.1824e-1
96.00 0.2358 2.3507e-1 1.4198e-3 -2.1005e-1
97.00 0.2258 2.2517e-1 1.2955e-3 -2.0214e-1
98.00 0.2163 2.1571e-1 1.1824e-3 -1.9451e-1
99.00 0.2072 2.0667e-1 1.0794e-3 -1.8715e-1
