# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 8.4558 -3.1120e0 2.2505e0 -9.9979e-1
26.00 5.9777 -3.7616e0 4.4117e0 -9.9747e-1
27.00 4.8130 -2.8640e0 5.1704e0 -9.9188e-1
28.00 4.2770 -1.5161e0 4.1531e0 -9.8612e-1
29.00 3.8092 -9.2083e-1 4.3885e0 -9.7783e-1
30.00 3.3190 -7.3547e-1 4.4879e0 -9.6381e-1
31.00 3.0361 -3.7040e-1 4.4729e0 -9.5198e-1
32.00 2.7751 -2.2132e-1 4.6508e0 -9.3765e-1
33.00 2.5791 -8.1992e-2 4.7186e0 -9.2415e-1
34.00 2.4457 2.0435e-1 4.0237e0 -9.1333e-1
35.00 2.3521 4.7249e-1 3.4371e0 -9.0483e-1
36.00 2.2649 6.9183e-1 2.9216e0 -8.9616e-1
37.00 2.1940 8.6872e-1 2.6218e0 -8.8853e-1
38.00 2.1502 1.0836e0 2.1564e0 -8.8354e-1
39.00 2.1133 1.2673e0 1.7935e0 -8.7916e-1
40.00 2.0830 1.4239e0 1.4556e0 -8.7545e-1
41.00 2.0546 1.5461e0 1.1635e0 -8.7185e-1
42.00 2.0162 1.6215e0 9.2624e-1 -8.6684e-1
43.00 1.9678 1.6705e0 6.8828e-1 -8.6023e-1
44.00 1.9070 1.6823e0 5.0801e-1 -8.5147e-1
45.00 1.8377 1.6703e0 3.6045e-1 -8.4082e-1
46.00 1.7650 1.6421e0 2.4305e-1 -8.2881e-1
47.00 1.6900 1.5982e0 1.6709e-1 -8.1547e-1
48.00 1.6118 1.5382e0 1.2927e-1 -8.0047e-1
49.00 1.5322 1.4698e0 1.0893e-1 -7.8393e-1
50.00 1.4529 1.3985e0 9.5548e-2 -7.6611e-1
51.00 1.3758 1.3277e0 8.4969e-2 -7.4737e-1
52.00 1.3017 1.2590e0 7.5860e-2 -7.2793e-1
53.00 1.2310 1.1931e0 6.7766e-2 -7.0799e-1
54.00 1.1638 1.1303e0 6.0519e-2 -6.8771e-1
55.00 1.1003 1.0705e0 5.4021e-2 -6.6722e-1
56.00 1.0402 1.0138e0 4.8197e-2 -6.4662e-1
57.00 0.9835 9.6014e-1 4.2982e-2 -6.2600e-1
58.00 0.9300 9.0929e-1 3.8319e-2 -6.0545e-1
59.00 0.8795 8.6117e-1 3.4153e-2 -5.8502e-1
60.00 0.8319 8.1564e-1 3.0435e-2 -5.6479e-1
61.00 0.7870 7.7257e-1 2.7120e-2 -5.4480e-1
62.00 0.7446 7.3184e-1 2.4165e-2 -5.2510e-1
63.00 0.7047 6.9332e-1 2.1533e-2 -5.0574e-1
64.00 0.6670 6.5689e-1 1.9189e-2 -4.8674e-1
65.00 0.6314 6.2243e-1 1.7103e-2 -4.6815e-1
66.00 0.5978 5.8984e-1 1.5245e-2 -4.4998e-1
67.00 0.5661 5.5901e-1 1.3592e-2 -4.3226e-1
68.00 0.5361 5.2985e-1 1.2121e-2 -4.1500e-1
69.00 0.5079 5.0227e-1 1.0811e-2 -3.9822e-1
70.00 0.4812 4.7618e-1 9.6450e-3 -3.8193e-1
71.00 0.4559 4.5149e-1 8.6071e-3 -3.6614e-1
72.00 0.4321 4.2813e-1 7.6829e-3 -3.5084e-1
73.00 0.4095 4.0602e-1 6.8599e-3 -3.3605e-1
74.00 0.3882 3.8510e-1 6.1268e-3 -3.2175e-1
75.00 0.3681 3.6530e-1 5.4736e-3 -3.0796e-1
76.00 0.3491 3.4656e-1 4.8916e-3 -2.9465e-1
77.00 0.3310 3.2882e-1 4.3727e-3 -2.8183e-1
78.00 0.3140 3.1202e-1 3.9101e-3 -2.6949e-1
79.00 0.2979 2.9611e-1 3.4975e-3 -2.5762e-1
80.00 0.2826 2.8104e-1 3.1295e-3 -2.4620e-1
81.00 0.2682 2.6677e-1 2.8010e-3 -2.3524e-1
82.00 0.2545 2.5326e-1 2.5078e-3 -2.2472e-1
83.00 0.2416 2.4045e-1 2.2460e-3 -2.1462e-1
84.00 0.2293 2.2832e-1 2.0121e-3 -2.0494e-1
85.00 0.2177 2.1682e-1 1.8032e-3 -1.9566e-1
86.00 0.2067 2.0593e-1 1.6164e-3 -1.8677e-1
87.00 0.1963 1.9560e-1 1.4495e-3 -1.7826e-1
88.00 0.1865 1.8581e-1 1.3001e-3 -1.7011e-1
89.00 0.1771 1.7653e-1 1.1665e-3 -1.6232e-1
90.00 0.1683 1.6772e-1 1.0470e-3 -1.5486e-1
91.00 0.1599 1.5938e-1 9.3995e-4 -1.4773e-1
92.00 0.1519 1.5146e-1 8.4411e-4 -1.4091e-1
93.00 0.1443 1.4395e-1 7.5825e-4 -1.3440e-1
94.00 0.1372 1.3683e-1 6.8133e-4 -1.2818e-1
95.00 0.1304 1.3007e-1 6.1237e-4 -1.2224e-1
96.00 0.1239 1.2366e-1 5.5055e-4 -1.1656e-1
97.00 0.1178 1.1757e-1 4.9510e-4 -1.1115e-1
98.00 0.1120 1.1180e-1 4.4536e-4 -1.0598e-1
99.00 0.1065 1.0632e-1 4.0072e-4 -1.0104e-1
