# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
25.00 6.7166 -4.7918e0 2.1170e0 -9.9879e-1
26.00 4.3709 -5.3305e0 4.4242e0 -9.8736e-1
27.00 3.2708 -4.3721e0 5.1781e0 -9.6202e-1
28.00 2.7700 -2.9933e0 4.1441e0 -9.3734e-1
29.00 2.3484 -2.3421e0 4.3674e0 -9.0447e-1
30.00 1.9109 -2.0824e0 4.4048e0 -8.5205e-1
31.00 1.6637 -1.7065e0 4.5527e0 -8.1056e-1
32.00 1.4528 -1.4628e0 4.4411e0 -7.6610e-1
33.00 1.3025 -1.2743e0 4.5231e0 -7.2815e-1
34.00 1.2139 -9.5277e-1 3.9228e0 -7.0297e-1
35.00 1.1676 -6.3389e-1 3.3498e0 -6.8889e-1
36.00 1.1264 -3.6253e-1 2.8019e0 -6.7581e-1
37.00 1.0961 -1.4637e-1 2.4979e0 -6.6582e-1
38.00 1.0890 1.0098e-1 2.0335e0 -6.6345e-1
39.00 1.0879 3.1882e-1 1.6557e0 -6.6309e-1
40.00 1.0925 5.0771e-1 1.3083e0 -6.6462e-1
41.00 1.0978 6.6063e-1 1.0130e0 -6.6639e-1
42.00 1.0919 7.6289e-1 7.8689e-1 -6.6442e-1
43.00 1.0753 8.3818e-1 5.5988e-1 -6.5880e-1
44.00 1.0453 8.7406e-1 3.9806e-1 -6.4840e-1
45.00 1.0061 8.8548e-1 2.6912e-1 -6.3434e-1
46.00 0.9627 8.8056e-1 1.6890e-1 -6.1814e-1
47.00 0.9164 8.6042e-1 1.0529e-1 -6.0005e-1
48.00 0.8667 8.2524e-1 7.4513e-2 -5.7968e-1
49.00 0.8151 7.8204e-1 5.8891e-2 -5.5741e-1
50.00 0.7632 7.3556e-1 4.9530e-2 -5.3384e-1
51.00 0.7127 6.8905e-1 4.2622e-2 -5.0969e-1
52.00 0.6644 6.4399e-1 3.6919e-2 -4.8540e-1
53.00 0.6186 6.0107e-1 3.1993e-2 -4.6130e-1
54.00 0.5756 5.6056e-1 2.7696e-2 -4.3765e-1
55.00 0.5355 5.2252e-1 2.3948e-2 -4.1460e-1
56.00 0.4980 4.8691e-1 2.0683e-2 -3.9227e-1
57.00 0.4632 4.5364e-1 1.7848e-2 -3.7071e-1
58.00 0.4308 4.2260e-1 1.5390e-2 -3.5000e-1
59.00 0.4007 3.9367e-1 1.3264e-2 -3.3013e-1
60.00 0.3727 3.6671e-1 1.1428e-2 -3.1114e-1
61.00 0.3468 3.4161e-1 9.8441e-3 -2.9303e-1
62.00 0.3227 3.1823e-1 8.4786e-3 -2.7577e-1
63.00 0.3003 2.9647e-1 7.3025e-3 -2.5938e-1
64.00 0.2795 2.7621e-1 6.2899e-3 -2.4382e-1
65.00 0.2602 2.5736e-1 5.4183e-3 -2.2907e-1
66.00 0.2422 2.3982e-1 4.6682e-3 -2.1512e-1
67.00 0.2256 2.2349e-1 4.0228e-3 -2.0193e-1
68.00 0.2101 2.0829e-1 3.4674e-3 -1.8947e-1
69.00 0.1957 1.9414e-1 2.9894e-3 -1.7772e-1
70.00 0.1823 1.8098e-1 2.5780e-3 -1.6664e-1
71.00 0.1699 1.6872e-1 2.2239e-3 -1.5621e-1
72.00 0.1583 1.5731e-1 1.9189e-3 -1.4640e-1
73.00 0.1475 1.4669e-1 1.6563e-3 -1.3716e-1
74.00 0.1375 1.3680e-1 1.4301e-3 -1.2849e-1
75.00 0.1282 1.2759e-1 1.2352e-3 -1.2034e-1
76.00 0.1196 1.1902e-1 1.0672e-3 -1.1269e-1
77.00 0.1115 1.1103e-1 9.2241e-4 -1.0551e-1
78.00 0.1040 1.0360e-1 7.9751e-4 -9.8774e-2
79.00 0.0970 9.6667e-2 6.8975e-4 -9.2458e-2
80.00 0.0905 9.0213e-2 5.9676e-4 -8.6538e-2
81.00 0.0845 8.4199e-2 5.1649e-4 -8.0991e-2
82.00 0.0788 7.8595e-2 4.4716e-4 -7.5794e-2
83.00 0.0736 7.3373e-2 3.8727e-4 -7.0927e-2
84.00 0.0687 6.8505e-2 3.3552e-4 -6.6369e-2
85.00 0.0641 6.3967e-2 2.9078e-4 -6.2101e-2
86.00 0.0599 5.9737e-2 2.5209e-4 -5.8107e-2
87.00 0.0559 5.5792e-2 2.1862e-4 -5.4368e-2
88.00 0.0522 5.2114e-2 1.8965e-4 -5.0870e-2
89.00 0.0488 4.8683e-2 1.6458e-4 -4.7596e-2
90.00 0.0456 4.5483e-2 1.4287e-4 -4.4533e-2
91.00 0.0426 4.2498e-2 1.2406e-4 -4.1668e-2
92.00 0.0398 3.9713e-2 1.0776e-4 -3.8987e-2
93.00 0.0372 3.7115e-2 9.3626e-5 -3.6480e-2
94.00 0.0347 3.4689e-2 8.1373e-5 -3.4134e-2
95.00 0.0325 3.2426e-2 7.0745e-5 -3.1940e-2
96.00 0.0303 3.0313e-2 6.1522e-5 -2.9888e-2
97.00 0.0284 2.8341e-2 5.3517e-5 -2.7969e-2
98.00 0.0265 2.6500e-2 4.6567e-5 -2.6174e-2
99.00 0.0248 2.4780e-2 4.0531e-5 -2.4495e-2
